training_regime,shots_per_evaluation,task_id,graph_id,size_stratum,m,objective,seed_count,mean_energy,P_feas,P_opt,P_opt_given_feas,G_feas,G_feas_sd,median_nfev,median_nit,median_wall_time_s
SHOT_1000,1000,task-v2-8ea177161d6a,g-4a80ed839b63ddd7,S5,19,O3,5,1.6056179458853053,0.00532115323971488,0.0015889621911949405,0.2521506191712692,2.366394437578682,0.10589717424090053,52.0,25.0,63.91745413932949
SHOT_1000,1000,task-v2-cb6317a18cf3,g-f6afb3a3727100d3,S4,16,O0,5,1.2088699629067121,0.04645287416718864,0.008105703386987382,0.17449304337583346,2.4834925207796985,0.019655935210732757,52.0,24.0,2.42704819701612
SHOT_1000,1000,task-v2-cb6317a18cf3,g-f6afb3a3727100d3,S4,16,O3,5,1.2351757483988488,0.05142159765107841,0.008969601207840253,0.17443256564495604,2.5276254965180245,0.02933872911967556,49.0,24.0,2.2301510330289602
SHOT_10000,10000,task-v2-00b7b12999ba,g-28cd30a80498cca2,S4,16,O0,5,1.514785294649803,0.001870475254947767,0.001870475254947767,1.0,2.088431897789987,0.08695005949853007,49.0,24.0,2.2825194196775556
SHOT_10000,10000,task-v2-00b7b12999ba,g-28cd30a80498cca2,S4,16,O3,5,1.5194265999004344,0.0019523321192965789,0.0019523321192965789,1.0,2.1070336298707226,0.15352734144501048,52.0,25.0,2.389737601391971
SHOT_10000,10000,task-v2-07632e755d52,g-a529fbde22ed09f4,S1,7,O0,5,1.23790450414047,0.25453909273879904,0.10238782940456953,0.39876084033252085,1.0358432067362804,0.006953550527272939,51.0,25.0,0.12633537966758013
SHOT_10000,10000,task-v2-07632e755d52,g-a529fbde22ed09f4,S1,7,O3,5,1.2373877527038526,0.2530761538121439,0.10240873013093126,0.4046557867595393,1.033339940466956,0.0355818566490553,34.0,21.0,0.09530853852629662
SHOT_10000,10000,task-v2-0880cdc8b47d,g-b9a8415aa1799cc5,S5,19,O0,5,1.5373073774386108,0.0009134268438490881,0.0009134268438490881,1.0,2.6802436881494067,0.24981095491729774,59.0,33.0,81.87832079827785
SHOT_10000,10000,task-v2-0880cdc8b47d,g-b9a8415aa1799cc5,S5,19,O3,5,1.683144769290524,0.0004408843354408341,0.0004408843354408341,1.0,2.3638945862934935,0.14545188520395833,51.0,25.0,76.82300146762282
SHOT_10000,10000,task-v2-30409dd5a775,g-686fdbb6f8f550f1,S2,10,O0,5,1.7322847675922963,0.00046918417337644757,0.00046918417337644757,1.0,-0.31835668938643735,0.5389185622076774,56.0,28.0,0.1782985543832183
SHOT_10000,10000,task-v2-30409dd5a775,g-686fdbb6f8f550f1,S2,10,O3,5,1.9290407550284552,0.004169919743870015,0.004169919743870015,1.0,0.6304276530692519,0.4513361805832275,57.0,29.0,0.1984776956960559
SHOT_10000,10000,task-v2-693f08fcb4be,g-8c950d2bd101a5de,S2,10,O0,5,1.4225578672580936,0.15334360941562486,0.045073701710699646,0.2963122274581855,1.593905646814823,0.007422520320544866,48.0,22.0,0.16030660178512335
SHOT_10000,10000,task-v2-693f08fcb4be,g-8c950d2bd101a5de,S2,10,O3,5,1.415827719635602,0.15409083127317968,0.04541224060427313,0.2947108548188965,1.5960167633688263,0.011696340080129876,50.0,24.0,0.1734984964132309
SHOT_10000,10000,task-v2-6dd269836f23,g-c45ecbe0242c6377,S1,7,O0,5,1.69883845019437,0.07619822083423354,0.07619822083423354,1.0,0.9891548006870038,0.008095836470163086,48.0,23.0,0.11669183149933815
SHOT_10000,10000,task-v2-6dd269836f23,g-c45ecbe0242c6377,S1,7,O3,5,1.765096204556842,0.10287282285087393,0.10287282285087393,1.0,1.1195106267735948,0.031233676047548842,46.0,25.0,0.13575139828026295
SHOT_10000,10000,task-v2-8b88de51ba21,g-f0c91af33253395a,S3,13,O0,5,1.6067454642114378,0.019059070263657527,0.019059070263657527,1.0,2.193491654770813,0.09467579115366204,50.0,23.0,0.3382016457617283
SHOT_10000,10000,task-v2-8b88de51ba21,g-f0c91af33253395a,S3,13,O3,5,1.8055162734591719,0.05197541560710305,0.05197541560710305,1.0,2.629187914365418,0.06143061100267254,51.0,26.0,0.38860523514449596
SHOT_10000,10000,task-v2-8d35df6592f7,g-64377640089a831f,S3,13,O0,5,1.3367367198641098,0.07769643965801512,0.012137466887908187,0.15591421208471387,1.9586930218739553,0.00796405427878457,50.0,25.0,0.34728561248630285
SHOT_10000,10000,task-v2-8d35df6592f7,g-64377640089a831f,S3,13,O3,5,1.4071723787359867,0.08717907503480854,0.01335629175092838,0.15476557335834767,2.0087041604830405,0.011001842218214666,52.0,25.0,0.3610780844464898
SHOT_10000,10000,task-v2-8ea177161d6a,g-4a80ed839b63ddd7,S5,19,O0,5,1.5745568742215132,0.006332310538717812,0.0019613379594536407,0.32429460179082814,2.4419508762334767,0.046420022983876,52.0,25.0,69.45238694921136
SHOT_10000,10000,task-v2-8ea177161d6a,g-4a80ed839b63ddd7,S5,19,O3,5,1.602296213963724,0.012975677703870325,0.0029315641569847774,0.2453808631817516,2.753518721353642,0.15799839612294078,50.0,24.0,69.82765266112983
SHOT_10000,10000,task-v2-cb6317a18cf3,g-f6afb3a3727100d3,S4,16,O0,5,1.206251904432179,0.04405141842628606,0.007730348235990809,0.17548466115629116,2.4604398275895023,0.04251938039638817,51.0,26.0,2.3315644608810544
SHOT_10000,10000,task-v2-cb6317a18cf3,g-f6afb3a3727100d3,S4,16,O3,5,1.2652775260085023,0.05913675052454735,0.010675988161750484,0.181118121878896,2.5883373876411584,0.019113356759417,53.0,28.0,2.492657782509923
