run_id,task_id,graph_id,size_stratum,m,dilution_score,endpoint_objective,shots,replicate,sampling_seed,alpha,cvar_estimate,cvar_exact,cvar_error,relative_error,p_feas_estimate,p_feas_exact,p_opt_estimate,p_opt_exact
a3est-74880fd471e9097bd580,task-v2-a4fc95665697,g-e23fad4558949e26,S1,7,1.630088714928206,O0,10000,25,9206978373185204950,0.25,0.07142325581395348,0.07202365972473233,-0.0006004039107788545,-0.00833620386791704,0.3057,0.30512170106619746,0.0889,0.08548772319749855
a3est-74880fd471e9097bd580,task-v2-a4fc95665697,g-e23fad4558949e26,S1,7,1.630088714928206,O0,10000,25,9206978373185204950,0.5,0.5106108527131783,0.512475926605863,-0.0018650738926847543,-0.0036393395198817844,0.3057,0.30512170106619746,0.0889,0.08548772319749855
a3est-748db3d98ba348cf5982,task-v2-41f38ee1e3c2,g-2fa0de1665fa7816,S4,16,4.214419939295737,O3,100000,4,6677388979144768233,0.02,0.07075872093023254,0.07132815472364822,-0.0005694337934156746,-0.007983296296138219,0.02523,0.02508308874389375,0.01012,0.009806285656282474
a3est-748db3d98ba348cf5982,task-v2-41f38ee1e3c2,g-2fa0de1665fa7816,S4,16,4.214419939295737,O3,100000,4,6677388979144768233,0.05,0.5639539167686658,0.5670527016301508,-0.00309878486148496,-0.0054647210966046736,0.02523,0.02508308874389375,0.01012,0.009806285656282474
a3est-748db3d98ba348cf5982,task-v2-41f38ee1e3c2,g-2fa0de1665fa7816,S4,16,4.214419939295737,O3,100000,4,6677388979144768233,0.1,0.8211282129742962,0.8227127619284111,-0.0015845489541149727,-0.0019260050742385994,0.02523,0.02508308874389375,0.01012,0.009806285656282474
a3est-748db3d98ba348cf5982,task-v2-41f38ee1e3c2,g-2fa0de1665fa7816,S4,16,4.214419939295737,O3,100000,4,6677388979144768233,0.25,0.9934096405270876,0.9942634778697634,-0.0008538373426758561,-0.0008587636594127201,0.02523,0.02508308874389375,0.01012,0.009806285656282474
a3est-748db3d98ba348cf5982,task-v2-41f38ee1e3c2,g-2fa0de1665fa7816,S4,16,4.214419939295737,O3,100000,4,6677388979144768233,0.5,1.076120608914203,1.0764997392821254,-0.00037913036792236454,-0.00035218807221931275,0.02523,0.02508308874389375,0.01012,0.009806285656282474
a3est-749e0438fcea23638da5,task-v2-00b7b12999ba,g-28cd30a80498cca2,S4,16,4.816479930623699,O0,100000,49,3041368674038558476,0.02,0.9543081395348836,0.9500083555048182,0.004299784030065368,0.0045260486448885345,0.00214,0.0022335843770246674,0.00214,0.0022335843770246674
a3est-749e0438fcea23638da5,task-v2-00b7b12999ba,g-28cd30a80498cca2,S4,16,4.816479930623699,O0,100000,49,3041368674038558476,0.05,1.0133022031823746,1.0115822895703483,0.0017199136120262803,0.0017002211582379356,0.00214,0.0022335843770246674,0.00214,0.0022335843770246674
a3est-749e0438fcea23638da5,task-v2-00b7b12999ba,g-28cd30a80498cca2,S4,16,4.816479930623699,O0,100000,49,3041368674038558476,0.1,1.0353424724602203,1.0344666793298911,0.00087579313032915,0.0008466131851597897,0.00214,0.0022335843770246674,0.00214,0.0022335843770246674
a3est-749e0438fcea23638da5,task-v2-00b7b12999ba,g-28cd30a80498cca2,S4,16,4.816479930623699,O0,100000,49,3041368674038558476,0.25,1.0634530618907463,1.0629022190880606,0.0005508428026856915,0.000518244098839401,0.00214,0.0022335843770246674,0.00214,0.0022335843770246674
a3est-749e0438fcea23638da5,task-v2-00b7b12999ba,g-28cd30a80498cca2,S4,16,4.816479930623699,O0,100000,49,3041368674038558476,0.5,1.0961343470770897,1.0956651869172007,0.00046916015988895943,0.0004281966475625677,0.00214,0.0022335843770246674,0.00214,0.0022335843770246674
