task_id,base_graph_id,base_instance_id,size_stratum,stress_level,n_edges,optimizer_seed,feasible_state_fraction,dilution_score,p2_parameters,p2_embedded_p3_parameters,embedded_p2_objective,original_p3_objective,p3_optimization_gap_vs_embedded_p2,original_p3_worse_than_embedded_p2,comparison_tolerance,embedded_p2_p_feas,original_p3_p_feas,embedded_p2_p_opt,original_p3_p_opt,embedded_p2_G_feas,original_p3_G_feas
task-v2-420d9636beee,g-e0c69f84d376b633,v2-S5-b001-g-e0c69f84d376b633,S5,D1,19,2207,1.9073486328125e-06,5.719569917615643,"[5.392604447868736, 4.151854663178419, 2.929015438523116, -0.6059251944186202]","[5.392604447868736, 4.151854663178419, 0.0, 2.929015438523116, -0.6059251944186202, 0.0]",1.7947162104684629,1.41318814452266,-0.3815280659458029,False,1e-10,0.0016326294325412964,0.0002244189548216,0.0016326294325412964,0.0002244189548216,2.93245753917697,2.0706294530286184
task-v2-420d9636beee,g-e0c69f84d376b633,v2-S5-b001-g-e0c69f84d376b633,S5,D1,19,3301,1.9073486328125e-06,5.719569917615643,"[5.584981185237419, 3.1662429007720676, 3.6278522782793137, -1.1577251018233496]","[5.584981185237419, 3.1662429007720676, 0.0, 3.6278522782793137, -1.1577251018233496, 0.0]",1.7096684948536054,1.5317005181327583,-0.17796797672084708,False,1e-10,0.0010539537281499562,0.0004468920777324,0.0010539537281499562,0.0004468920777324,2.7423914620308185,2.369772573400242
task-v2-e449b07a1126,g-e0c69f84d376b633,v2-S5-b001-g-e0c69f84d376b633,S5,D2,19,1103,3.814697265625e-06,5.418539921951662,"[4.690231578889802, 4.3110646063551235, 0.5706562313838119, -1.1416019197896545]","[4.690231578889802, 4.3110646063551235, 0.0, 0.5706562313838119, -1.1416019197896545, 0.0]",1.5647111707147205,1.4933201008390191,-0.07139106987570143,False,1e-10,0.0015425371695886162,0.0008463859709642,0.0009785908186547582,0.0005900447303227,2.6067755597154436,2.346108378174784
task-v2-e449b07a1126,g-e0c69f84d376b633,v2-S5-b001-g-e0c69f84d376b633,S5,D2,19,2207,3.814697265625e-06,5.418539921951662,"[5.288233206159967, 4.011541237048803, 2.977292453010212, -0.6446038881925995]","[5.288233206159967, 4.011541237048803, 0.0, 2.977292453010212, -0.6446038881925995, 0.0]",1.732716071401865,1.3601823746106014,-0.3725336967912636,False,1e-10,0.002572797099367985,0.0003071851690178,0.0015509166748923066,0.0002486431299872,2.8289454593864725,1.905940165963521
task-v2-e449b07a1126,g-e0c69f84d376b633,v2-S5-b001-g-e0c69f84d376b633,S5,D2,19,3301,3.814697265625e-06,5.418539921951662,"[5.446338094186081, 3.1887061554063987, 3.6553261453233645, -1.1594341404395945]","[5.446338094186081, 3.1887061554063987, 0.0, 3.6553261453233645, -1.1594341404395945, 0.0]",1.6394869840368211,1.4668953041696384,-0.1725916798671827,False,1e-10,0.0019337433956376942,0.0006978247879466,0.0011868966326138981,0.0004864335438037,2.7049387654047847,2.2622863142308884
task-v2-6e79cb6720c5,g-e0c69f84d376b633,v2-S5-b001-g-e0c69f84d376b633,S5,D3,19,1103,5.7220458984375e-06,5.24244866289598,"[4.041301902757362, 3.790747055344355, 0.45082919067880844, -1.0641471062209131]","[4.041301902757362, 3.790747055344355, 0.0, 0.45082919067880844, -1.0641471062209131, 0.0]",1.6231563047088224,1.454780776859595,-0.16837552784922738,False,1e-10,0.002316617137822981,0.0011355330855833,0.0010357467817765495,0.0005586289483169,2.6073029277304114,2.297648455504536
task-v2-6e79cb6720c5,g-e0c69f84d376b633,v2-S5-b001-g-e0c69f84d376b633,S5,D3,19,2207,5.7220458984375e-06,5.24244866289598,"[5.244550684509011, 4.05109256276494, 3.0023703267231894, -0.6555387766306715]","[5.244550684509011, 4.05109256276494, 0.0, 3.0023703267231894, -0.6555387766306715, 0.0]",1.6911799988878253,1.33194909175055,-0.35923090713727523,False,1e-10,0.004349556842192415,0.0004097861744599,0.0016447727487882337,0.000316308261068,2.8808936736909327,1.8550059647965391
task-v2-6e79cb6720c5,g-e0c69f84d376b633,v2-S5-b001-g-e0c69f84d376b633,S5,D3,19,3301,5.7220458984375e-06,5.24244866289598,"[4.851866199560048, 3.4288866659457335, 3.589289051834762, -1.1049385472890896]","[4.851866199560048, 3.4288866659457335, 0.0, 3.589289051834762, -1.1049385472890896, 0.0]",1.6020673986687362,1.426386895866003,-0.17568050280273306,False,1e-10,0.0023315984168096352,0.000919210442974,0.0010160432393623584,0.0005051907909514,2.6101024146510077,2.2058636125407745
task-v2-526a936f38d9,g-e0c69f84d376b633,v2-S5-b001-g-e0c69f84d376b633,S5,D4,19,1103,7.62939453125e-06,5.11750992628768,"[4.546961637857658, 3.7207730821589418, 0.4932665102013446, -1.1240530393861021]","[4.546961637857658, 3.7207730821589418, 0.0, 0.4932665102013446, -1.1240530393861021, 0.0]",1.5713309703445288,1.435300908985479,-0.13603006135904994,False,1e-10,0.002826904328146979,0.0016118171493694,0.0006836105127935735,0.0003280199666953,2.5688210370549065,2.3248256985433304
task-v2-526a936f38d9,g-e0c69f84d376b633,v2-S5-b001-g-e0c69f84d376b633,S5,D4,19,2207,7.62939453125e-06,5.11750992628768,"[5.366710245058421, 4.065930261554098, 2.9894826686925104, -0.6403164127774875]","[5.366710245058421, 4.065930261554098, 0.0, 2.9894826686925104, -0.6403164127774875, 0.0]",1.6719383963790266,1.3084464335994177,-0.36349196277960893,False,1e-10,0.006176282451454324,0.0004046355947508,0.0016212749432969909,5.713643460999544e-05,2.9082370750633997,1.7245740101696354
task-v2-526a936f38d9,g-e0c69f84d376b633,v2-S5-b001-g-e0c69f84d376b633,S5,D4,19,3301,7.62939453125e-06,5.11750992628768,"[4.472775870021817, 3.6533088265524114, 3.561377339268325, -1.0801913238593404]","[4.472775870021817, 3.6533088265524114, 0.0, 3.561377339268325, -1.0801913238593404, 0.0]",1.5888321573676105,1.4753860319220853,-0.11344612544552524,False,1e-10,0.0027866696039408035,0.0021934095975304,0.0006762318329877897,0.0004974841880222,2.5625954067730428,2.458629665734028
task-v2-89b7591232ff,g-e0c69f84d376b633,v2-S5-b001-g-e0c69f84d376b633,S5,D5,19,1103,1.1444091796875e-05,4.941418667231999,"[4.124730436373567, 5.435781119745411, 0.668255002243609, -1.1079747454416848]","[4.124730436373567, 5.435781119745411, 0.0, 0.668255002243609, -1.1079747454416848, 0.0]",1.3848332393466691,1.394294509319547,0.009461269972877773,True,1e-10,0.0024978461444130646,0.0021381699134375,0.0003709432935997918,0.0004808275269184,2.338984351594283,2.271460881451925
task-v2-89b7591232ff,g-e0c69f84d376b633,v2-S5-b001-g-e0c69f84d376b633,S5,D5,19,2207,1.1444091796875e-05,4.941418667231999,"[5.009460986657945, 4.066039434095129, 3.079019659119416, -0.7038382503700975]","[5.009460986657945, 4.066039434095129, 0.0, 3.079019659119416, -0.7038382503700975, 0.0]",1.6239837047452403,1.2824229690469875,-0.34156073569825285,False,1e-10,0.0096636577832017,0.0005752198139565,0.0025302365963082475,9.139490803235832e-05,2.9265602092149066,1.7012525045229698
task-v2-89b7591232ff,g-e0c69f84d376b633,v2-S5-b001-g-e0c69f84d376b633,S5,D5,19,3301,1.1444091796875e-05,4.941418667231999,"[4.83487535714174, 3.7821311499166557, 3.6419797141764945, -1.1515617871867156]","[4.83487535714174, 3.7821311499166557, 0.0, 3.6419797141764945, -1.1515617871867156, 0.0]",1.5085125792595853,1.36671462119747,-0.14179795806211537,False,1e-10,0.003648910833206881,0.0014767160332308,0.0007591786143564628,0.0003283801807367,2.5035819180673613,2.1107156574270736
task-v2-5f165c277bb9,g-e0c69f84d376b633,v2-S5-b001-g-e0c69f84d376b633,S5,D6,19,1103,1.52587890625e-05,4.816479930623699,"[5.4492782392475805, 4.471370721884905, 2.3390483602077117, 0.09279248029164885]","[5.4492782392475805, 4.471370721884905, 0.0, 2.3390483602077117, 0.09279248029164885, 0.0]",1.6703762751625049,1.2421751865209072,-0.42820108864159767,False,1e-10,0.010943816899816605,0.0011097381122566,0.0018199616818262954,0.0002531945655471,2.8556487489119755,1.86170043209405
task-v2-5f165c277bb9,g-e0c69f84d376b633,v2-S5-b001-g-e0c69f84d376b633,S5,D6,19,2207,1.52587890625e-05,4.816479930623699,"[5.281851450170591, 3.916807107803078, 2.359946114923027, 0.11712446658849246]","[5.281851450170591, 3.916807107803078, 0.0, 2.359946114923027, 0.11712446658849246, 0.0]",1.708990620847093,1.2127354854409509,-0.4962551354061422,False,1e-10,0.011393955952861155,0.0004637948313658,0.001770141586626302,0.0001160709336585,2.873154466837364,1.482805835077035
task-v2-5f165c277bb9,g-e0c69f84d376b633,v2-S5-b001-g-e0c69f84d376b633,S5,D6,19,3301,1.52587890625e-05,4.816479930623699,"[4.476824248759472, 3.5317757914776675, 3.1776539669668233, -0.7687144975486355]","[4.476824248759472, 3.5317757914776675, 0.0, 3.1776539669668233, -0.7687144975486355, 0.0]",1.4855773001892705,1.2624998163689338,-0.22307748382033665,False,1e-10,0.009098160091822474,0.0015286186201811,0.0020913149578790304,0.0003615112317111,2.7754335050590946,2.0007790760680377
task-v2-780e1209d403,g-e0c69f84d376b633,v2-S5-b001-g-e0c69f84d376b633,S5,D7,19,1103,2.288818359375e-05,4.640388671568018,"[2.826317875976803, 4.41880551242167, 2.294388402124577, 0.08409954002166752]","[2.826317875976803, 4.41880551242167, 0.0, 2.294388402124577, 0.08409954002166752, 0.0]",1.9847857722433062,1.2818126348389425,-0.7029731374043637,False,1e-10,0.002708879223565697,0.002072649235995,0.00033664104836754916,0.0005112825307578,2.0731783138443562,1.956914482218926
task-v2-780e1209d403,g-e0c69f84d376b633,v2-S5-b001-g-e0c69f84d376b633,S5,D7,19,2207,2.288818359375e-05,4.640388671568018,"[5.145699043434732, 3.9675356700938718, 2.414351374012279, 0.0903440502029396]","[5.145699043434732, 3.9675356700938718, 0.0, 2.414351374012279, 0.0903440502029396, 0.0]",1.6284727185750805,1.164529503018576,-0.4639432155565044,False,1e-10,0.010188677670069438,0.0018040101713187,0.001486061350085453,0.0005407019403769,2.6485064946463996,1.8966276534076127
task-v2-780e1209d403,g-e0c69f84d376b633,v2-S5-b001-g-e0c69f84d376b633,S5,D7,19,3301,2.288818359375e-05,4.640388671568018,"[4.867747314408956, 3.826453622199428, 2.4091042666643605, 0.10477381204094019]","[4.867747314408956, 3.826453622199428, 0.0, 2.4091042666643605, 0.10477381204094019, 0.0]",1.705040256324339,1.3879970569560551,-0.31704319936828385,False,1e-10,0.009763565124409068,0.0121271680899876,0.0014300319211268658,0.0026130405603029,2.629997098983032,2.7241480687676307
