task_id,base_graph_id,base_instance_id,size_stratum,stress_level,n_edges,state_space_size,budget,edge_resource_min,edge_resource_max,edge_resource_mean,feasible_state_fraction,dilution_score,routing_cost_min,routing_cost_max,routing_cost_mean,routing_cost_p95,flow_penalty_min,flow_penalty_max,flow_penalty_mean,flow_penalty_p95,minimum_positive_flow_penalty,resource_excess_max,resource_penalty_max,resource_penalty_mean,resource_penalty_p95,minimum_positive_resource_penalty,weighted_flow_penalty_p95,weighted_resource_penalty_p95,weighted_total_penalty_p95,total_energy_min,total_energy_max,total_energy_mean,total_energy_p95,total_energy_dynamic_range,energy_span,resource_penalty_raw_to_cost_ratio,flow_penalty_raw_to_cost_ratio,resource_penalty_to_cost_ratio,flow_penalty_to_cost_ratio,total_penalty_to_cost_ratio,flow_penalty_strength,resource_penalty_strength,gamma_initial_min,gamma_initial_median,gamma_initial_max,initial_phase_span_min,initial_phase_span_median,initial_phase_span_max,initial_phase_wraps_at_median_gamma,n_penalty_ground_states,penalty_ground_state_valid,penalty_ground_state_resource_feasible,penalty_ground_state_original_optimal,penalty_ground_state_cost,penalty_ground_state_cost_max,exact_rcsp_cost,ground_state_gap_to_exact
task-v2-f5c9b9bdeb27,g-a87f1b9ac089cc45,v2-S5-b000-g-a87f1b9ac089cc45,S5,D7,19,524288,2806.0,28.0,978.0,423.94736842105266,1.9073486328125e-05,4.719569917615643,0.0,86.0,43.0,63.0,0.0,56.0,16.5,30.0,2.0,5249.0,27552001.0,2595274.4030685425,8994001.0,1.0,1500.0,179880020.0,179880720.0,5.0,551041806.0,51906356.06137085,179880775.45,551041801.0,551041801.0,142761.92063492062,0.47619047619047616,2855238.412698413,23.80952380952381,2855249.523809524,50.0,20.0,1.4361119332668082,3.2295534178963874,4.6766136583430296,791357706.1449338,1779618931.8233309,2577009612.8745418,283235149.8196018,1,True,True,True,5.0,5.0,5.0,0.0
task-v2-420d9636beee,g-e0c69f84d376b633,v2-S5-b001-g-e0c69f84d376b633,S5,D1,19,524288,414.0,34.0,764.0,337.42105263157896,1.9073486328125e-06,5.719569917615643,0.0,103.0,51.5,73.0,0.0,48.0,17.5,30.0,2.0,5997.0,35964009.0,8570469.851184845,18037009.0,4.0,1500.0,360740180.0,360741280.0,11.0,719282483.0,171410323.5236969,360741349.65,719282472.0,719282472.0,247082.31506849316,0.410958904109589,4941646.301369863,20.54794520547945,4941661.369863014,50.0,20.0,1.4361119332668082,3.2295534178963874,4.6766136583430296,1032970141.4288489,2322961165.880563,3363806232.7619376,369710752.16040385,1,True,True,True,11.0,11.0,11.0,0.0
task-v2-e449b07a1126,g-e0c69f84d376b633,v2-S5-b001-g-e0c69f84d376b633,S5,D2,19,524288,508.0,34.0,764.0,337.42105263157896,3.814697265625e-06,5.418539921951662,0.0,103.0,51.5,73.0,0.0,48.0,17.5,30.0,2.0,5903.0,34845409.0,8054497.935285568,17247409.0,1.0,1500.0,344948180.0,344949280.0,11.0,696910483.0,161090885.20571136,344949349.65,696910472.0,696910472.0,236265.87671232875,0.410958904109589,4725317.534246575,20.54794520547945,4725332.602739726,50.0,20.0,1.4361119332668082,3.2295534178963874,4.6766136583430296,1000841445.2578038,2250709596.8153844,3259181031.9974875,358211557.79753524,1,True,True,True,11.0,11.0,11.0,0.0
task-v2-6e79cb6720c5,g-e0c69f84d376b633,v2-S5-b001-g-e0c69f84d376b633,S5,D3,19,524288,592.0,34.0,764.0,337.42105263157896,5.7220458984375e-06,5.24244866289598,0.0,103.0,51.5,73.0,0.0,48.0,17.5,30.0,2.0,5819.0,33860761.0,7608363.095825195,16556761.0,1.0,1500.0,331135220.0,331136320.0,11.0,677217523.0,152168188.4165039,331136389.65,677217512.0,677217512.0,226804.94520547945,0.410958904109589,4536098.904109589,20.54794520547945,4536113.97260274,50.0,20.0,1.4361119332668082,3.2295534178963874,4.6766136583430296,972560150.4004579,2187110130.538888,3167084666.2882843,348089388.3616245,1,True,True,True,11.0,11.0,11.0,0.0
task-v2-526a936f38d9,g-e0c69f84d376b633,v2-S5-b001-g-e0c69f84d376b633,S5,D4,19,524288,617.0,34.0,764.0,337.42105263157896,7.62939453125e-06,5.11750992628768,0.0,103.0,51.5,73.0,0.0,48.0,17.5,30.0,2.0,5794.0,33570436.0,7478308.350257874,16353936.0,1.0,1500.0,327078720.0,327079820.0,9.0,671411023.0,149567093.50515747,327079889.65,671411014.0,671411014.0,224026.5205479452,0.410958904109589,4480530.410958904,20.54794520547945,4480545.479452055,50.0,20.0,1.4361119332668082,3.2295534178963874,4.6766136583430296,964221369.332168,2168357735.076979,3139929918.434343,345104851.9290477,1,True,True,True,9.0,9.0,9.0,0.0
task-v2-89b7591232ff,g-e0c69f84d376b633,v2-S5-b001-g-e0c69f84d376b633,S5,D5,19,524288,711.0,34.0,764.0,337.42105263157896,1.1444091796875e-05,4.941418667231999,0.0,103.0,51.5,73.0,0.0,48.0,17.5,30.0,2.0,5700.0,32490000.0,7000479.1911792755,15602500.0,1.0,1500.0,312050000.0,312051100.0,8.0,649802303.0,140010510.3235855,312051169.65,649802295.0,649802295.0,213732.87671232875,0.410958904109589,4274657.534246575,20.54794520547945,4274672.602739726,50.0,20.0,1.4361119332668082,3.2295534178963874,4.6766136583430296,933188830.1136588,2098571222.7741666,3038874288.0196466,333997983.5349117,1,True,True,True,8.0,8.0,8.0,0.0
task-v2-5f165c277bb9,g-e0c69f84d376b633,v2-S5-b001-g-e0c69f84d376b633,S5,D6,19,524288,1002.0,34.0,764.0,337.42105263157896,1.52587890625e-05,4.816479930623699,0.0,103.0,51.5,73.0,0.0,48.0,17.5,30.0,2.0,5409.0,29257281.0,5633076.44862175,13388281.0,1.0,1500.0,267765620.0,267766720.0,8.0,585147923.0,112662455.472435,267766789.65,585147915.0,585147915.0,183401.1095890411,0.410958904109589,3668022.191780822,20.54794520547945,3668037.2602739725,50.0,20.0,1.4361119332668082,3.2295534178963874,4.6766136583430296,840337903.4576919,1889766448.8631947,2736510731.439946,300765671.6257949,1,True,True,True,8.0,8.0,8.0,0.0
task-v2-780e1209d403,g-e0c69f84d376b633,v2-S5-b001-g-e0c69f84d376b633,S5,D7,19,524288,1631.0,34.0,764.0,337.42105263157896,2.288818359375e-05,4.640388671568018,0.0,103.0,51.5,73.0,0.0,48.0,17.5,30.0,2.0,4780.0,22848400.0,3251025.7204437256,9180900.0,1.0,1500.0,183618000.0,183619100.0,8.0,456970303.0,65021440.90887451,183619169.65,456970295.0,456970295.0,125765.75342465754,0.410958904109589,2515315.0684931506,20.54794520547945,2515330.1369863013,50.0,20.0,1.4361119332668082,3.2295534178963874,4.6766136583430296,656260493.7979536,1475809978.0943704,2137073523.0540435,234882453.07806084,1,True,True,True,8.0,8.0,8.0,0.0
task-v2-5ae92cb9d249,g-4a80ed839b63ddd7,v2-S5-b002-g-4a80ed839b63ddd7,S5,D1,19,524288,885.0,219.0,951.0,549.2105263157895,1.9073486328125e-06,5.719569917615643,0.0,83.0,41.5,60.0,0.0,44.0,15.5,26.0,2.0,9550.0,91202500.0,20454256.133975983,41886784.0,1.0,1300.0,837735680.0,837736680.0,10.0,1824051783.0,409085939.17951965,837736731.65,1824051773.0,1824051773.0,698113.0666666667,0.43333333333333335,13962261.333333334,21.666666666666668,13962278.0,50.0,20.0,1.4361119332668082,3.2295534178963874,4.6766136583430296,2619542518.101779,5890872637.912115,8530385435.13662,937561499.4485061,1,True,True,True,10.0,10.0,10.0,0.0
task-v2-dcffea5b9a3e,g-4a80ed839b63ddd7,v2-S5-b002-g-4a80ed839b63ddd7,S5,D2,19,524288,1072.0,219.0,951.0,549.2105263157895,3.814697265625e-06,5.418539921951662,0.0,83.0,41.5,60.0,0.0,44.0,15.5,26.0,2.0,9363.0,87665769.0,18868852.536382675,39501225.0,1.0,1300.0,790024500.0,790025500.0,10.0,1753317163.0,377377867.2276535,790025551.65,1753317153.0,1753317153.0,658353.75,0.43333333333333335,13167075.0,21.666666666666668,13167091.666666666,50.0,20.0,1.4361119332668082,3.2295534178963874,4.6766136583430296,2517959686.224686,5662431404.127513,8199586945.126915,901203947.8856753,1,True,True,True,10.0,10.0,10.0,0.0
task-v2-004cf44adcd0,g-4a80ed839b63ddd7,v2-S5-b002-g-4a80ed839b63ddd7,S5,D3,19,524288,1285.0,219.0,951.0,549.2105263157895,5.7220458984375e-06,5.24244866289598,0.0,83.0,41.5,60.0,0.0,44.0,15.5,26.0,2.0,9150.0,83722500.0,17148190.676750183,36869184.0,1.0,1300.0,737383680.0,737384680.0,10.0,1674451783.0,342964630.03500366,737384731.65,1674451773.0,1674451773.0,614486.4,0.43333333333333335,12289728.0,21.666666666666668,12289744.666666666,50.0,20.0,1.4361119332668082,3.2295534178963874,4.6766136583430296,2404700172.8850646,5407731446.594816,7830764031.848502,860667190.6390508,1,True,True,True,10.0,10.0,10.0,0.0
task-v2-676c7042f456,g-4a80ed839b63ddd7,v2-S5-b002-g-4a80ed839b63ddd7,S5,D4,19,524288,1385.0,219.0,951.0,549.2105263157895,7.62939453125e-06,5.11750992628768,0.0,83.0,41.5,60.0,0.0,44.0,15.5,26.0,2.0,9050.0,81902500.0,16371649.820079803,35664784.0,1.0,1300.0,713295680.0,713296680.0,5.0,1638051783.0,327433812.90159607,713296731.65,1638051778.0,1638051778.0,594413.0666666667,0.43333333333333335,11888261.333333334,21.666666666666668,11888278.0,50.0,20.0,1.4361119332668082,3.2295534178963874,4.6766136583430296,2352425705.6947126,5290175718.331155,7660535318.067884,841957615.3971215,1,True,True,True,5.0,5.0,5.0,0.0
task-v2-d5cf4ef0cd21,g-4a80ed839b63ddd7,v2-S5-b002-g-4a80ed839b63ddd7,S5,D5,19,524288,1754.0,219.0,951.0,549.2105263157895,1.1444091796875e-05,4.941418667231999,0.0,83.0,41.5,60.0,0.0,44.0,15.5,26.0,2.0,8681.0,75359761.0,13679052.731233597,31393609.0,1.0,1300.0,627872180.0,627873180.0,5.0,1507197003.0,273581871.12467194,627873231.65,1507196998.0,1507196998.0,523226.81666666665,0.43333333333333335,10464536.333333334,21.666666666666668,10464553.0,50.0,20.0,1.4361119332668082,3.2295534178963874,4.6766136583430296,2164503594.6117096,4867573216.334075,7048578066.660412,774698338.2412837,1,True,True,True,5.0,5.0,5.0,0.0
task-v2-6bb369c86974,g-4a80ed839b63ddd7,v2-S5-b002-g-4a80ed839b63ddd7,S5,D6,19,524288,1824.0,219.0,951.0,549.2105263157895,1.52587890625e-05,4.816479930623699,0.0,83.0,41.5,60.0,0.0,44.0,15.5,26.0,2.0,8611.0,74149321.0,13198924.694164276,30614089.0,1.0,1300.0,612281780.0,612282780.0,5.0,1482988203.0,263979310.38328552,612282831.65,1482988198.0,1482988198.0,510234.81666666665,0.43333333333333335,10204696.333333334,21.666666666666668,10204713.0,50.0,20.0,1.4361119332668082,3.2295534178963874,4.6766136583430296,2129737048.04164,4789389603.550904,6935362861.928317,762255029.7980593,1,True,True,True,5.0,5.0,5.0,0.0
task-v2-8ea177161d6a,g-4a80ed839b63ddd7,v2-S5-b002-g-4a80ed839b63ddd7,S5,D7,19,524288,2920.0,219.0,951.0,549.2105263157895,2.288818359375e-05,4.640388671568018,0.0,83.0,41.5,60.0,0.0,44.0,15.5,26.0,2.0,7515.0,56475225.0,6947128.338527679,19686969.0,1.0,1300.0,393739380.0,393740380.0,5.0,1129506283.0,138943383.2705536,393740431.65,1129506278.0,1129506278.0,328116.15,0.43333333333333335,6562323.0,21.666666666666668,6562339.666666667,50.0,20.0,1.4361119332668082,3.2295534178963874,4.6766136583430296,1622097444.5355768,3647800860.650327,5282264486.878999,580565538.3873696,1,True,True,True,5.0,5.0,5.0,0.0
task-v2-0880cdc8b47d,g-b9a8415aa1799cc5,v2-S5-b003-g-b9a8415aa1799cc5,S5,D1,19,524288,454.0,13.0,1000.0,428.10526315789474,1.9073486328125e-06,5.719569917615643,0.0,73.0,36.5,53.0,0.0,60.0,18.0,32.0,2.0,7680.0,58982400.0,14425803.829423904,30769209.0,1.0,1600.0,615384180.0,615385245.0,12.0,1179650073.0,288517013.0884781,615385286.2,1179650061.0,1179650061.0,580551.1132075472,0.6037735849056604,11611022.264150944,30.18867924528302,11611042.358490566,50.0,20.0,1.4361119332668082,3.2295534178963874,4.6766136583430296,1694109529.681018,3809742886.424232,5516767587.337788,606339412.2836018,1,True,True,True,12.0,12.0,12.0,0.0
task-v2-8ac52cd83f67,g-b9a8415aa1799cc5,v2-S5-b003-g-b9a8415aa1799cc5,S5,D2,19,524288,637.0,13.0,1000.0,428.10526315789474,3.814697265625e-06,5.418539921951662,0.0,73.0,36.5,53.0,0.0,60.0,18.0,32.0,2.0,7497.0,56205009.0,13136910.495141983,28772496.0,4.0,1600.0,575449920.0,575450985.0,12.0,1124102253.0,262739146.40283966,575451026.2,1124102241.0,1124102241.0,542877.283018868,0.6037735849056604,10857545.660377359,30.18867924528302,10857565.754716981,50.0,20.0,1.4361119332668082,3.2295534178963874,4.6766136583430296,1614336642.5120616,3630348234.4865384,5256991893.634608,577787866.6634678,1,True,True,True,12.0,12.0,12.0,0.0
task-v2-e0ae4ea7992e,g-b9a8415aa1799cc5,v2-S5-b003-g-b9a8415aa1799cc5,S5,D3,19,524288,1014.0,13.0,1000.0,428.10526315789474,5.7220458984375e-06,5.24244866289598,0.0,73.0,36.5,53.0,0.0,60.0,18.0,32.0,2.0,7120.0,50694400.0,10692564.998031616,24870169.0,1.0,1600.0,497403380.0,497404445.0,12.0,1013890073.0,213852236.46063232,497404486.2,1013890061.0,1013890061.0,469248.4716981132,0.6037735849056604,9384969.433962265,30.18867924528302,9384989.528301887,50.0,20.0,1.4361119332668082,3.2295534178963874,4.6766136583430296,1456059615.6227121,3274412111.873727,4741572107.330848,521138873.32467586,1,True,True,True,12.0,12.0,12.0,0.0
task-v2-f09582cc278a,g-b9a8415aa1799cc5,v2-S5-b003-g-b9a8415aa1799cc5,S5,D4,19,524288,1093.0,13.0,1000.0,428.10526315789474,7.62939453125e-06,5.11750992628768,0.0,73.0,36.5,53.0,0.0,60.0,18.0,32.0,2.0,7041.0,49575681.0,10216301.131019592,24088464.0,1.0,1600.0,481769280.0,481770345.0,8.0,991515693.0,204326959.12039185,481770386.2,991515685.0,991515685.0,454499.320754717,0.6037735849056604,9089986.41509434,30.18867924528302,9090006.509433962,50.0,20.0,1.4361119332668082,3.2295534178963874,4.6766136583430296,1423927507.2497137,3202152869.389628,4636935794.932345,509638457.6992556,1,True,True,True,8.0,8.0,8.0,0.0
task-v2-d6122c14c280,g-b9a8415aa1799cc5,v2-S5-b003-g-b9a8415aa1799cc5,S5,D5,19,524288,1787.0,13.0,1000.0,428.10526315789474,1.1444091796875e-05,4.941418667231999,0.0,73.0,36.5,53.0,0.0,60.0,18.0,32.0,2.0,6347.0,40284409.0,6564626.508024216,17757796.0,1.0,1600.0,355155920.0,355156985.0,8.0,805690253.0,131293466.66048431,355157026.2,805690245.0,805690245.0,335052.75471698114,0.6037735849056604,6701055.094339622,30.18867924528302,6701075.188679245,50.0,20.0,1.4361119332668082,3.2295534178963874,4.6766136583430296,1157061375.3611584,2602019684.505528,3767902004.160742,414124294.8114688,1,True,True,True,8.0,8.0,8.0,0.0
task-v2-0ec069828687,g-b9a8415aa1799cc5,v2-S5-b003-g-b9a8415aa1799cc5,S5,D6,19,524288,2089.0,13.0,1000.0,428.10526315789474,1.52587890625e-05,4.816479930623699,0.0,73.0,36.5,53.0,0.0,60.0,18.0,32.0,2.0,6045.0,36542025.0,5270350.465423584,15303744.0,1.0,1600.0,306074880.0,306075945.0,8.0,730842573.0,105407945.80847168,306075986.2,730842565.0,730842565.0,288749.88679245283,0.6037735849056604,5774997.735849056,30.18867924528302,5775017.8301886795,50.0,20.0,1.4361119332668082,3.2295534178963874,4.6766136583430296,1049571728.935823,2360295103.7399125,3417868321.577453,375652632.915805,1,True,True,True,8.0,8.0,8.0,0.0
task-v2-66ecfca58e61,g-b9a8415aa1799cc5,v2-S5-b003-g-b9a8415aa1799cc5,S5,D7,19,524288,2287.0,13.0,1000.0,428.10526315789474,1.9073486328125e-05,4.719569917615643,0.0,73.0,36.5,53.0,0.0,60.0,18.0,32.0,2.0,5847.0,34187409.0,4516465.125764847,13793796.0,1.0,1600.0,275875920.0,275876985.0,8.0,683750253.0,90330239.01529694,275877026.2,683750245.0,683750245.0,260260.30188679244,0.6037735849056604,5205206.037735849,30.18867924528302,5205226.132075472,50.0,20.0,1.4361119332668082,3.2295534178963874,4.6766136583430296,981941886.2186037,2208207940.7272425,3197635734.6623926,351447209.1415157,1,True,True,True,8.0,8.0,8.0,0.0
task-v2-0b36d078e255,g-ad76642cd3b9f76c,v2-S5-b004-g-ad76642cd3b9f76c,S5,D1,19,524288,799.0,2.0,807.0,375.05263157894734,1.9073486328125e-06,5.719569917615643,0.0,81.0,40.5,58.0,0.0,46.0,15.0,26.0,2.0,6327.0,40030929.0,8612948.43722725,19289664.0,1.0,1300.0,385793280.0,385794380.0,16.0,800620161.0,172259759.24454498,385794439.3,800620145.0,800620145.0,332580.4137931034,0.4482758620689655,6651608.275862069,22.413793103448278,6651627.24137931,50.0,20.0,1.4361119332668082,3.2295534178963874,4.6766136583430296,1149780144.2483022,2585645525.7214513,3744191105.251577,411518266.5020114,1,True,True,True,16.0,16.0,16.0,0.0
task-v2-f27d61c02d71,g-ad76642cd3b9f76c,v2-S5-b004-g-ad76642cd3b9f76c,S5,D2,19,524288,888.0,2.0,807.0,375.05263157894734,3.814697265625e-06,5.418539921951662,0.0,81.0,40.5,58.0,0.0,46.0,15.0,26.0,2.0,6238.0,38912644.0,8128811.837694168,18515809.0,1.0,1300.0,370316180.0,370317280.0,16.0,778254461.0,162577027.25388336,370317339.3,778254445.0,778254445.0,319238.0862068966,0.4482758620689655,6384761.724137931,22.413793103448278,6384780.689655173,50.0,20.0,1.4361119332668082,3.2295534178963874,4.6766136583430296,1117660495.5824368,2513414302.842806,3639595367.153174,400022310.3353026,2,True,True,True,16.0,16.0,16.0,0.0
task-v2-6ee4e9bb2f23,g-ad76642cd3b9f76c,v2-S5-b004-g-ad76642cd3b9f76c,S5,D3,19,524288,1211.0,2.0,807.0,375.05263157894734,5.7220458984375e-06,5.24244866289598,0.0,81.0,40.5,58.0,0.0,46.0,15.0,26.0,2.0,5915.0,34987225.0,6504440.6046772,15840400.0,1.0,1300.0,316808000.0,316809100.0,13.0,699746081.0,130089602.593544,316809159.3,699746068.0,699746068.0,273110.3448275862,0.4482758620689655,5462206.8965517245,22.413793103448278,5462225.862068965,50.0,20.0,1.4361119332668082,3.2295534178963874,4.6766136583430296,1004913678.5113274,2259867305.568958,3272442018.9806304,359669052.41306233,1,True,True,True,13.0,13.0,13.0,0.0
task-v2-a11d89c8c060,g-ad76642cd3b9f76c,v2-S5-b004-g-ad76642cd3b9f76c,S5,D4,19,524288,1240.0,2.0,807.0,375.05263157894734,7.62939453125e-06,5.11750992628768,0.0,81.0,40.5,58.0,0.0,46.0,15.0,26.0,2.0,5886.0,34644996.0,6368753.745555878,15610401.0,1.0,1300.0,312208020.0,312209120.0,13.0,692901501.0,127375865.41111755,312209179.3,692901488.0,692901488.0,269144.8448275862,0.4482758620689655,5382896.8965517245,22.413793103448278,5382915.862068965,50.0,20.0,1.4361119332668082,3.2295534178963874,4.6766136583430296,995084095.4951282,2237762368.8358927,3240432562.667009,356150942.4652614,2,True,True,True,13.0,13.0,13.0,0.0
task-v2-01f33dead804,g-ad76642cd3b9f76c,v2-S5-b004-g-ad76642cd3b9f76c,S5,D5,19,524288,1472.0,2.0,807.0,375.05263157894734,1.1444091796875e-05,4.941418667231999,0.0,81.0,40.5,58.0,0.0,46.0,15.0,26.0,2.0,5654.0,31967716.0,5343221.823707581,13830961.0,1.0,1300.0,276619220.0,276620320.0,13.0,639355901.0,106865226.97415161,276620379.3,639355888.0,639355888.0,238464.8448275862,0.4482758620689655,4769296.8965517245,22.413793103448278,4769315.862068965,50.0,20.0,1.4361119332668082,3.2295534178963874,4.6766136583430296,918186620.3611969,2064833993.3425798,2990020478.3628364,328628536.7046493,3,True,True,True,13.0,13.0,13.0,0.0
task-v2-2bbd08239dbd,g-ad76642cd3b9f76c,v2-S5-b004-g-ad76642cd3b9f76c,S5,D6,19,524288,1710.0,2.0,807.0,375.05263157894734,1.52587890625e-05,4.816479930623699,0.0,81.0,40.5,58.0,0.0,46.0,15.0,26.0,2.0,5416.0,29333056.0,4401211.5104904175,12117361.0,1.0,1300.0,242347220.0,242348320.0,10.0,586662701.0,88025020.70980835,242348379.3,586662691.0,586662691.0,208920.0172413793,0.4482758620689655,4178400.3448275863,22.413793103448278,4178419.3103448274,50.0,20.0,1.4361119332668082,3.2295534178963874,4.6766136583430296,842513291.3475181,1894658498.8713422,2743594753.570876,301544265.56644434,1,True,True,True,10.0,10.0,10.0,0.0
task-v2-110f51ef504a,g-ad76642cd3b9f76c,v2-S5-b004-g-ad76642cd3b9f76c,S5,D7,19,524288,2489.0,2.0,807.0,375.05263157894734,2.288818359375e-05,4.640388671568018,0.0,81.0,40.5,58.0,0.0,46.0,15.0,26.0,2.0,4637.0,21501769.0,2071012.8929843903,7300804.0,1.0,1300.0,146016080.0,146017180.0,10.0,430036961.0,41421048.359687805,146017239.3,430036951.0,430036951.0,125875.93103448275,0.4482758620689655,2517518.620689655,22.413793103448278,2517537.5862068967,50.0,20.0,1.4361119332668082,3.2295534178963874,4.6766136583430296,617581197.0767736,1388827304.9237912,2011116678.638792,221038730.67961636,1,True,True,True,10.0,10.0,10.0,0.0
