split,task_id,graph_id,size_stratum,m,alpha,seed_count,optimized_objective,mean_energy,P_feas,P_opt,P_opt_given_feas,G_feas,tail_feasible_fraction,fully_feasible_tail_fraction,median_nfev,median_wall_time_s
discovery,task-v2-3f11ce371857,g-3ff7063ef9ea5cfb,S4,16,0.5,3,1.2055713848030973,1.7506048637089244,0.004205624006539345,0.004205624006539345,1.0,2.4403103736805325,0.00841124801307869,0.0,120.0,5.620995896868408
discovery,task-v2-3f11ce371857,g-3ff7063ef9ea5cfb,S4,16,1.0,3,1.7665556028941418,1.7665556028941065,0.004470783073483312,0.004470783073483312,1.0,2.466863528634268,0.004470783073483312,0.0,120.0,5.801712655462325
discovery,task-v2-3f363bac5736,g-60667963f6db3f1b,S2,10,0.02,3,0.13372093023255813,1.9259095807353284,0.020093993398440344,0.020093993398440344,1.0,1.3133662118828506,1.0,0.6666666666666666,74.0,0.17083732411265373
discovery,task-v2-3f363bac5736,g-60667963f6db3f1b,S2,10,0.05,3,0.8215826084201069,2.113317475791132,0.015459442379484132,0.015459442379484132,1.0,1.1994937815467923,0.3091888475896827,0.0,120.0,0.3302428936585784
discovery,task-v2-3f363bac5736,g-60667963f6db3f1b,S2,10,0.1,3,0.9356515496304537,1.9377141852637272,0.020460351981418583,0.020460351981418583,1.0,1.3212130572902911,0.2046035198141858,0.0,120.0,0.32316227443516254
discovery,task-v2-3f363bac5736,g-60667963f6db3f1b,S2,10,0.25,3,1.134955263723503,2.01005884415001,0.011765584712146261,0.011765584712146261,1.0,1.0809134717428917,0.04706233884858503,0.0,120.0,0.3211423810571432
discovery,task-v2-3f363bac5736,g-60667963f6db3f1b,S2,10,0.5,3,1.2747386754620584,1.973051223737805,0.008597005446748218,0.008597005446748218,1.0,0.9446471585312542,0.017194010893496436,0.0,120.0,0.31446596048772335
discovery,task-v2-3f363bac5736,g-60667963f6db3f1b,S2,10,1.0,3,1.9286033409413423,1.9286033409413426,0.006075066004695321,0.006075066004695321,1.0,0.7938509574812291,0.006075066004695321,0.0,120.0,0.3170504653826356
discovery,task-v2-420d9636beee,g-e0c69f84d376b633,S5,19,0.02,3,0.7488525499245564,1.8178640911252493,0.005989775391037817,0.005989775391037817,1.0,3.496980454819349,0.29948876955189085,0.0,120.0,130.50261919852346
discovery,task-v2-420d9636beee,g-e0c69f84d376b633,S5,19,0.05,3,0.8934246100935916,1.884157414796993,0.007841933005033157,0.007841933005033157,1.0,3.6139930453440874,0.15683866010066314,0.0,120.0,120.34196769446135
discovery,task-v2-420d9636beee,g-e0c69f84d376b633,S5,19,0.1,3,0.9876433372101351,1.791860352836352,0.00607826625226429,0.00607826625226429,1.0,3.5033496376038196,0.0607826625226429,0.0,120.0,131.53004099056125
discovery,task-v2-420d9636beee,g-e0c69f84d376b633,S5,19,0.25,3,1.0413582676480497,1.4885509722655288,0.004765005693154245,0.004765005693154245,1.0,3.3976333414785493,0.019060022772616977,0.0,120.0,130.5256816931069
discovery,task-v2-420d9636beee,g-e0c69f84d376b633,S5,19,0.5,3,1.077171599279779,1.5365086883058858,0.0022032460845474314,0.0022032460845474314,1.0,3.062632924613156,0.004406492169094863,0.0,120.0,129.86437963228673
discovery,task-v2-420d9636beee,g-e0c69f84d376b633,S5,19,1.0,3,1.5180276230026601,1.5180276230024887,0.003073750396247244,0.003073750396247244,1.0,3.2072385153487457,0.003073750396247244,0.0,120.0,129.6069339774549
discovery,task-v2-4746dcc3bd93,g-a87f1b9ac089cc45,S5,19,0.02,3,0.3695925277340315,1.7047154395244777,0.013234498293865117,0.013234498293865117,1.0,3.8412773999106733,0.6617249146932559,0.0,120.0,128.79898386728019
