task_id,base_graph_id,base_instance_id,split,size_m,target_n_edges,actual_n_edges,n_nodes,n_edges,state_space_size,n_candidate_routes,n_feasible_routes,route_feasible_fraction,n_feasible_states,feasible_state_fraction,phi_state,dilution_score,D,log10_n_feasible,m_log10_2,log10_phi_reconstructed,identity_error,budget,n_optimal_states,optimal_cost,optimal_state_ids,raw_energy_min,raw_energy_max,raw_energy_span,normalized_energy_min,normalized_energy_max,normalized_energy_span,min_infeasible_energy_raw,max_feasible_energy_raw,penalty_separation_raw,strict_energy_separation,penalty_ground_state_valid,penalty_ground_state_resource_feasible,penalty_ground_state_exact_original_optimal,penalty_contract_pass,route_enumeration_feasible_count,edge_bit_validator_feasible_count,feasible_count_agreement,flow_scale,resource_scale,global_penalty_coefficient,global_normalization_factor,path_redundancy,average_out_degree,maximum_out_degree,bottleneck_score,source_target_hop_min,source_target_hop_max,graph_density
task-p3-8181ccac86396cd2,g-65a5f4b07fa94104,phase3-m20-b04-g-65a5f4b07fa94104,extrapolation_holdout,20,20,20,11,20,1048576,11,7,0.6363636363636364,7,6.67572021484375e-06,6.67572021484375e-06,5.175501873265367,5.175501873265367,0.8450980400142568,6.020599913279624,-5.175501873265367,0.0,2272.0,1,15.0,[526338],15.0,789.8863917873986,774.8863917873986,0.07537688442211055,3.969278350690445,3.8939014662683347,204.52777777777777,31.0,173.52777777777777,True,True,True,True,True,7,7,True,72.0,9692.0,199.0,199.0,1.2222222222222223,1.8181818181818181,5,0.6363636363636364,3,4,0.36363636363636365
task-p3-82aca830655428f2,g-5017fd274a1c10ec,phase3-m16-b02-g-5017fd274a1c10ec,development,16,16,16,10,16,65536,10,3,0.3,3,4.57763671875e-05,4.57763671875e-05,4.339358675904037,4.339358675904037,0.47712125471966244,4.816479930623699,-4.339358675904037,0.0,1657.0,1,24.0,[34852],24.0,742.6772843698666,718.6772843698666,0.12060301507537688,3.732046655124958,3.611443640049581,210.05555555555557,33.0,177.05555555555557,True,True,True,True,True,3,3,True,36.0,7875.0,199.0,199.0,1.25,1.6,4,0.6,3,4,0.35555555555555557
task-p3-8464e365f66913a8,g-3973175f1911b646,phase3-m18-b01-g-3973175f1911b646,development,18,18,18,10,18,262144,12,3,0.25,3,1.1444091796875e-05,1.1444091796875e-05,4.941418667231999,4.941418667231999,0.47712125471966244,5.418539921951662,-4.941418667231999,0.0,1837.0,1,4.0,[69640],4.0,734.1647023345868,730.1647023345868,0.020100502512562814,3.6892698609778227,3.66916935846526,204.54147417466945,14.0,190.54147417466945,True,True,True,True,True,3,3,True,38.0,10333.0,199.0,199.0,1.5,1.8,4,0.5,3,4,0.4
task-p3-857d909d9de4f017,g-e62b89c25adcfec3,phase3-m22-b04-g-e62b89c25adcfec3,extrapolation_holdout,22,22,22,12,22,4194304,15,15,1.0,15,3.5762786865234375e-06,3.5762786865234375e-06,5.446568645551905,5.446568645551905,1.1760912590556813,6.622659904607587,-5.446568645551905,0.0,3280.0,1,12.0,[17412],12.0,756.094737400169,744.094737400169,0.06030150753768844,3.7994710422119047,3.7391695346742164,206.1071428571429,32.0,174.1071428571429,True,True,True,True,True,15,15,True,56.0,10970.0,199.0,199.0,1.5,1.8333333333333333,4,0.4,3,4,0.3333333333333333
task-p3-87c2db0929de04c9,g-8e75832e853cc6ea,phase3-m14-b01-g-8e75832e853cc6ea,development,14,14,14,9,14,16384,7,5,0.7142857142857143,5,0.00030517578125,0.00030517578125,3.515449934959718,3.515449934959718,0.6989700043360189,4.214419939295737,-3.515449934959718,0.0,2464.0,1,11.0,[6148],11.0,691.6899465212246,680.6899465212246,0.05527638190954774,3.4758288769910783,3.4205524950815307,210.7058823529412,20.0,190.7058823529412,True,True,True,True,True,5,5,True,34.0,7390.0,199.0,199.0,1.0,1.5555555555555556,4,0.5714285714285714,3,4,0.3888888888888889
task-p3-88e9d1e89157506c,g-bb12128d9b6a7786,phase3-m22-b00-g-bb12128d9b6a7786,extrapolation_holdout,22,22,22,10,22,4194304,14,5,0.35714285714285715,5,1.1920928955078125e-06,1.1920928955078125e-06,5.923689900271567,5.923689900271567,0.6989700043360189,6.622659904607587,-5.923689900271568,8.881784197001252e-16,1219.0,2,10.0,"[264194, 2097280]",10.0,865.6458140870079,855.6458140870079,0.05025125628140704,4.3499789652613465,4.2997277089799395,202.75471698113208,21.0,181.75471698113208,True,True,True,True,True,5,5,True,106.0,13484.0,199.0,199.0,1.75,2.2,8,0.2857142857142857,2,3,0.4888888888888889
task-p3-8b01c5bce04b7695,g-65a5f4b07fa94104,phase3-m20-b04-g-65a5f4b07fa94104,extrapolation_holdout,20,20,20,11,20,1048576,11,3,0.2727272727272727,3,2.86102294921875e-06,2.86102294921875e-06,5.543478658559962,5.543478658559962,0.47712125471966244,6.020599913279624,-5.543478658559962,0.0,1413.0,1,22.0,[327696],22.0,818.455153637099,796.455153637099,0.11055276381909548,4.112839968025623,4.002287204206528,204.52777777777777,25.0,179.52777777777777,True,True,True,True,True,3,3,True,72.0,9692.0,199.0,199.0,1.2222222222222223,1.8181818181818181,5,0.6363636363636364,3,4,0.36363636363636365
task-p3-8d8d0885533ef396,g-cd9098863d67a067,phase3-m16-b00-g-cd9098863d67a067,development,16,16,16,9,16,65536,9,4,0.4444444444444444,4,6.103515625e-05,6.103515625e-05,4.214419939295737,4.214419939295737,0.6020599913279624,4.816479930623699,-4.214419939295737,0.0,1038.0,1,6.0,[8200],6.0,837.3296427589733,831.3296427589733,0.03015075376884422,4.207686647030016,4.1775358932611715,206.1071428571429,17.0,189.1071428571429,True,True,True,True,True,4,4,True,56.0,8493.0,199.0,199.0,1.2857142857142858,1.7777777777777777,5,0.4444444444444444,2,3,0.4444444444444444
task-p3-8e8267b883cc77e1,g-4471e11eca661209,phase3-m20-b01-g-4471e11eca661209,extrapolation_holdout,20,20,20,11,20,1048576,12,1,0.08333333333333333,1,9.5367431640625e-07,9.5367431640625e-07,6.020599913279624,6.020599913279624,0.0,6.020599913279624,-6.020599913279624,0.0,1222.0,1,8.0,[32776],8.0,834.6409567901235,826.6409567901235,0.04020100502512563,4.194175662261927,4.153974657236801,206.96,8.0,198.96,True,True,True,True,True,1,1,True,50.0,11592.0,199.0,199.0,1.3333333333333333,1.8181818181818181,5,0.4166666666666667,2,4,0.36363636363636365
task-p3-8e9274e2ed3a6080,g-f9e9faf277cb53e1,phase3-m14-b03-g-f9e9faf277cb53e1,development,14,14,14,8,14,16384,8,3,0.375,3,0.00018310546875,0.00018310546875,3.737298684576074,3.737298684576074,0.47712125471966244,4.214419939295737,-3.737298684576074,0.0,1266.0,1,8.0,[4104],8.0,760.3627439701665,752.3627439701665,0.04020100502512563,3.820918311407872,3.7807173063827464,208.04545454545453,16.0,192.04545454545453,True,True,True,True,True,3,3,True,44.0,6666.0,199.0,199.0,1.3333333333333333,1.75,5,0.5,2,3,0.5
task-p3-8f93d28c3097445a,g-51ac21fe95f0c3f4,phase3-m12-b04-g-51ac21fe95f0c3f4,interpolation_holdout,12,12,12,9,12,4096,6,2,0.3333333333333333,2,0.00048828125,0.00048828125,3.311329952303793,3.311329952303793,0.3010299956639812,3.612359947967774,-3.311329952303793,0.0,1434.0,1,17.0,[1545],17.0,672.6246602951635,655.6246602951635,0.08542713567839195,3.3800234185686606,3.294596282890269,221.11111111111111,28.0,193.11111111111111,True,True,True,True,True,2,2,True,18.0,6104.0,199.0,199.0,0.8571428571428571,1.3333333333333333,2,0.6666666666666666,4,4,0.3333333333333333
task-p3-8f9e81134b8fce23,g-340c0c88fcc14180,phase3-m16-b04-g-340c0c88fcc14180,interpolation_holdout,16,16,16,9,16,65536,9,6,0.6666666666666666,6,9.1552734375e-05,9.1552734375e-05,4.038328680240055,4.038328680240055,0.7781512503836436,4.816479930623699,-4.038328680240055,0.0,1939.0,1,7.0,[32898],7.0,711.4972417124791,704.4972417124791,0.035175879396984924,3.5753630236807994,3.5401871442838146,205.86206896551727,29.0,176.86206896551727,True,True,True,True,True,6,6,True,58.0,7523.0,199.0,199.0,1.2857142857142858,1.7777777777777777,4,0.6666666666666666,3,4,0.4444444444444444
task-p3-9203110695eef505,g-f9e9faf277cb53e1,phase3-m14-b03-g-f9e9faf277cb53e1,development,14,14,14,8,14,16384,8,1,0.125,1,6.103515625e-05,6.103515625e-05,4.214419939295737,4.214419939295737,0.0,4.214419939295737,-4.214419939295737,0.0,175.0,1,8.0,[4104],8.0,818.4613332845436,810.4613332845436,0.04020100502512563,4.11287102153037,4.072670016505244,208.04545454545453,8.0,200.04545454545453,True,True,True,True,True,1,1,True,44.0,6666.0,199.0,199.0,1.3333333333333333,1.75,5,0.5,2,3,0.5
task-p3-9332ee3dcfff4fa2,g-8e75832e853cc6ea,phase3-m14-b01-g-8e75832e853cc6ea,development,14,14,14,9,14,16384,7,7,1.0,7,0.00042724609375,0.00042724609375,3.3693218992814797,3.3693218992814797,0.8450980400142568,4.214419939295737,-3.3693218992814797,0.0,2622.0,1,11.0,[6148],11.0,686.7156115295286,675.7156115295286,0.05527638190954774,3.4508322187413496,3.395555836831802,210.7058823529412,22.0,188.7058823529412,True,True,True,True,True,7,7,True,34.0,7390.0,199.0,199.0,1.0,1.5555555555555556,4,0.5714285714285714,3,4,0.3888888888888889
task-p3-93b0a1066275838d,g-0deca2d7d26bc264,phase3-m20-b02-g-0deca2d7d26bc264,extrapolation_holdout,20,20,20,12,20,1048576,16,1,0.0625,1,9.5367431640625e-07,9.5367431640625e-07,6.020599913279624,6.020599913279624,0.0,6.020599913279624,-6.020599913279624,0.0,1873.0,1,25.0,[328201],25.0,734.5506515123061,709.5506515123061,0.12562814070351758,3.6912093040819403,3.5655811633784227,205.63333333333335,25.0,180.63333333333335,True,True,True,True,True,1,1,True,60.0,9430.0,199.0,199.0,1.6,1.6666666666666667,3,0.625,4,5,0.30303030303030304
task-p3-95b8e8fb2904772e,g-afad664ce9d18d68,phase3-m22-b01-g-afad664ce9d18d68,extrapolation_holdout,22,22,22,12,22,4194304,14,2,0.14285714285714285,2,4.76837158203125e-07,4.76837158203125e-07,6.321629908943605,6.321629908943605,0.3010299956639812,6.622659904607587,-6.321629908943605,0.0,1256.0,1,15.0,[2105352],15.0,845.9576204032742,830.9576204032742,0.07537688442211055,4.251043318609418,4.175666434187308,205.02093700472724,22.0,183.02093700472724,True,True,True,True,True,2,2,True,56.0,12284.0,199.0,199.0,1.4,1.8333333333333333,5,0.42857142857142855,2,4,0.3333333333333333
task-p3-9ac3e8cc97e81156,g-0deca2d7d26bc264,phase3-m20-b02-g-0deca2d7d26bc264,extrapolation_holdout,20,20,20,12,20,1048576,16,2,0.125,2,1.9073486328125e-06,1.9073486328125e-06,5.719569917615643,5.719569917615643,0.3010299956639812,6.020599913279624,-5.719569917615643,0.0,1908.0,1,20.0,[4229],20.0,733.5376805109331,713.5376805109331,0.10050251256281408,3.6861189975423776,3.5856164849795635,205.63333333333335,25.0,180.63333333333335,True,True,True,True,True,2,2,True,60.0,9430.0,199.0,199.0,1.6,1.6666666666666667,3,0.625,4,5,0.30303030303030304
task-p3-9d066f50a14e58f2,g-65a5f4b07fa94104,phase3-m20-b04-g-65a5f4b07fa94104,extrapolation_holdout,20,20,20,11,20,1048576,11,4,0.36363636363636365,4,3.814697265625e-06,3.814697265625e-06,5.418539921951662,5.418539921951662,0.6020599913279624,6.020599913279624,-5.418539921951662,0.0,1675.0,1,22.0,[327696],22.0,809.4101536038845,787.4101536038845,0.11055276381909548,4.067387706552183,3.956834942733088,204.52777777777777,31.0,173.52777777777777,True,True,True,True,True,4,4,True,72.0,9692.0,199.0,199.0,1.2222222222222223,1.8181818181818181,5,0.6363636363636364,3,4,0.36363636363636365
task-p3-9d3698769d5819aa,g-3e6704b429f1ca32,phase3-m20-b00-g-3e6704b429f1ca32,extrapolation_holdout,20,20,20,10,20,1048576,12,12,1.0,12,1.1444091796875e-05,1.1444091796875e-05,4.941418667231999,4.941418667231999,1.0791812460476249,6.020599913279624,-4.941418667231999,0.0,2431.0,3,9.0,"[8196, 278536, 524320]",9.0,801.0353210999491,792.0353210999491,0.04522613065326633,4.025303121105272,3.9800769904520052,204.68571428571425,18.0,186.68571428571425,True,True,True,True,True,12,12,True,70.0,9827.0,199.0,199.0,1.5,2.0,6,0.3333333333333333,2,3,0.4444444444444444
task-p3-a07c8b42ba6b3903,g-275f626d73d8e8bd,phase3-m12-b01-g-275f626d73d8e8bd,development,12,12,12,9,12,4096,6,1,0.16666666666666666,1,0.000244140625,0.000244140625,3.612359947967774,3.612359947967774,0.0,3.612359947967774,-3.612359947967774,0.0,837.0,1,17.0,[1553],17.0,707.8741657674602,690.8741657674602,0.08542713567839195,3.5571566118967852,3.4717294762183935,208.32342680721032,17.0,191.32342680721032,True,True,True,True,True,1,1,True,18.0,4439.0,199.0,199.0,0.8571428571428571,1.3333333333333333,3,0.6666666666666666,3,4,0.3333333333333333
task-p3-a0a59bb625d2f414,g-bb12128d9b6a7786,phase3-m22-b00-g-bb12128d9b6a7786,extrapolation_holdout,22,22,22,10,22,4194304,14,1,0.07142857142857142,1,2.384185791015625e-07,2.384185791015625e-07,6.622659904607587,6.622659904607587,0.0,6.622659904607587,-6.622659904607587,0.0,266.0,1,12.0,[65540],12.0,892.2260629977663,880.2260629977663,0.06030150753768844,4.483548055265158,4.423246547727469,202.75471698113208,12.0,190.75471698113208,True,True,True,True,True,1,1,True,106.0,13484.0,199.0,199.0,1.75,2.2,8,0.2857142857142857,2,3,0.4888888888888889
task-p3-a1690ae1e63fd0cb,g-2fd196f1ec0acd82,phase3-m12-b03-g-2fd196f1ec0acd82,development,12,12,12,8,12,4096,6,5,0.8333333333333334,5,0.001220703125,0.001220703125,2.9133899436317554,2.9133899436317554,0.6989700043360189,3.612359947967774,-2.9133899436317554,0.0,1371.0,2,7.0,"[520, 529]",7.0,702.8605498814121,695.8605498814121,0.035175879396984924,3.531962562218151,3.4967866828211664,212.7210951267052,22.0,190.7210951267052,True,True,True,True,True,5,5,True,26.0,4585.0,199.0,199.0,1.0,1.5,4,0.5,2,3,0.42857142857142855
task-p3-a16b2f751ccd76a6,g-2fd196f1ec0acd82,phase3-m12-b03-g-2fd196f1ec0acd82,development,12,12,12,8,12,4096,6,2,0.3333333333333333,2,0.00048828125,0.00048828125,3.311329952303793,3.311329952303793,0.3010299956639812,3.612359947967774,-3.311329952303793,0.0,576.0,2,7.0,"[520, 529]",7.0,757.2180080001413,750.2180080001413,0.035175879396984924,3.805115618091162,3.7699397386941773,214.3076923076923,7.0,207.3076923076923,True,True,True,True,True,2,2,True,26.0,4585.0,199.0,199.0,1.0,1.5,4,0.5,2,3,0.42857142857142855
task-p3-a2c456fa2c59052b,g-bb12128d9b6a7786,phase3-m22-b00-g-bb12128d9b6a7786,extrapolation_holdout,22,22,22,10,22,4194304,14,14,1.0,14,3.337860107421875e-06,3.337860107421875e-06,5.4765318689293485,5.4765318689293485,1.146128035678238,6.622659904607587,-5.4765318689293485,0.0,2462.0,1,4.0,[262160],4.0,833.9647134883969,829.9647134883969,0.020100502512562814,4.190777454715563,4.170676952203,202.75471698113208,21.0,181.75471698113208,True,True,True,True,True,14,14,True,106.0,13484.0,199.0,199.0,1.75,2.2,8,0.2857142857142857,2,3,0.4888888888888889
task-p3-a4c941937da21328,g-63a93cc8703f978f,phase3-m12-b02-g-63a93cc8703f978f,development,12,12,12,8,12,4096,6,1,0.16666666666666666,1,0.000244140625,0.000244140625,3.612359947967774,3.612359947967774,0.0,3.612359947967774,-3.612359947967774,0.0,975.0,1,10.0,[2065],10.0,738.4627949875044,728.4627949875044,0.05025125628140704,3.7108683165201226,3.6606170602387156,215.91983920519388,10.0,205.91983920519388,True,True,True,True,True,1,1,True,20.0,6299.0,199.0,199.0,1.0,1.5,3,0.5,3,4,0.42857142857142855
task-p3-a5998f4aed640473,g-3cf4bd3967c31b19,phase3-m14-b00-g-3cf4bd3967c31b19,development,14,14,14,8,14,16384,8,4,0.5,4,0.000244140625,0.000244140625,3.612359947967774,3.612359947967774,0.6020599913279624,4.214419939295737,-3.612359947967774,0.0,1876.0,1,4.0,[2056],4.0,764.8443037503098,760.8443037503098,0.020100502512562814,3.8434387123131146,3.8233382098005517,209.4736842105263,16.0,193.4736842105263,True,True,True,True,True,4,4,True,38.0,8618.0,199.0,199.0,1.3333333333333333,1.75,4,0.5,2,3,0.5
task-p3-a7855c2ee4b44f07,g-3e6704b429f1ca32,phase3-m20-b00-g-3e6704b429f1ca32,extrapolation_holdout,20,20,20,10,20,1048576,12,7,0.5833333333333334,7,6.67572021484375e-06,6.67572021484375e-06,5.175501873265367,5.175501873265367,0.8450980400142568,6.020599913279624,-5.175501873265367,0.0,1256.0,2,9.0,"[8196, 524320]",9.0,839.6962563792947,830.6962563792947,0.04522613065326633,4.2195791777854,4.174353047132134,204.68571428571425,14.0,190.68571428571425,True,True,True,True,True,7,7,True,70.0,9827.0,199.0,199.0,1.5,2.0,6,0.3333333333333333,2,3,0.4444444444444444
task-p3-a97437a83b16b0e8,g-b4c9d2e42a3dc98f,phase3-m18-b04-g-b4c9d2e42a3dc98f,interpolation_holdout,18,18,18,10,18,262144,11,4,0.36363636363636365,4,1.52587890625e-05,1.52587890625e-05,4.816479930623699,4.816479930623699,0.6020599913279624,5.418539921951662,-4.816479930623699,0.0,1067.0,1,15.0,[163856],15.0,829.8364861936066,814.8364861936066,0.07537688442211055,4.170032593937721,4.09465570951561,208.04545454545453,20.0,188.04545454545453,True,True,True,True,True,4,4,True,44.0,9518.0,199.0,199.0,1.375,1.8,5,0.45454545454545453,3,4,0.4
task-p3-aa18c0fe25b7a1f8,g-3cf4bd3967c31b19,phase3-m14-b00-g-3cf4bd3967c31b19,development,14,14,14,8,14,16384,8,1,0.125,1,6.103515625e-05,6.103515625e-05,4.214419939295737,4.214419939295737,0.0,4.214419939295737,-4.214419939295737,0.0,611.0,1,16.0,[65],16.0,814.8354618804838,798.8354618804838,0.08040201005025126,4.094650562213486,4.0142485521632345,203.00964589650047,16.0,187.00964589650047,True,True,True,True,True,1,1,True,38.0,8618.0,199.0,199.0,1.3333333333333333,1.75,4,0.5,2,3,0.5
task-p3-aa28a19affb4eca6,g-8e75832e853cc6ea,phase3-m14-b01-g-8e75832e853cc6ea,development,14,14,14,9,14,16384,7,3,0.42857142857142855,3,0.00018310546875,0.00018310546875,3.737298684576074,3.737298684576074,0.47712125471966244,4.214419939295737,-3.737298684576074,0.0,1813.0,1,11.0,[6148],11.0,714.3933010105388,703.3933010105388,0.05527638190954774,3.5899160854800947,3.534639703570547,210.7058823529412,19.0,191.7058823529412,True,True,True,True,True,3,3,True,34.0,7390.0,199.0,199.0,1.0,1.5555555555555556,4,0.5714285714285714,3,4,0.3888888888888889
task-p3-adfa49a202ade119,g-4471e11eca661209,phase3-m20-b01-g-4471e11eca661209,extrapolation_holdout,20,20,20,11,20,1048576,12,2,0.16666666666666666,2,1.9073486328125e-06,1.9073486328125e-06,5.719569917615643,5.719569917615643,0.3010299956639812,6.020599913279624,-5.719569917615643,0.0,1275.0,1,8.0,[32776],8.0,833.078150057737,825.078150057737,0.04020100502512563,4.186322362099181,4.146121357074056,206.96,16.0,190.96,True,True,True,True,True,2,2,True,50.0,11592.0,199.0,199.0,1.3333333333333333,1.8181818181818181,5,0.4166666666666667,2,4,0.36363636363636365
task-p3-ae1584088e3e7cdb,g-e62b89c25adcfec3,phase3-m22-b04-g-e62b89c25adcfec3,extrapolation_holdout,22,22,22,12,22,4194304,15,2,0.13333333333333333,2,4.76837158203125e-07,4.76837158203125e-07,6.321629908943605,6.321629908943605,0.3010299956639812,6.622659904607587,-6.321629908943605,0.0,1319.0,1,15.0,[528393],15.0,811.058315072313,796.058315072313,0.07537688442211055,4.075669924986498,4.000293040564387,206.1071428571429,16.0,190.1071428571429,True,True,True,True,True,2,2,True,56.0,10970.0,199.0,199.0,1.5,1.8333333333333333,4,0.4,3,4,0.3333333333333333
task-p3-af2e45905d5b5830,g-3115314f81a28bbb,phase3-m14-b04-g-3115314f81a28bbb,interpolation_holdout,14,14,14,9,14,16384,7,3,0.42857142857142855,3,0.00018310546875,0.00018310546875,3.737298684576074,3.737298684576074,0.47712125471966244,4.214419939295737,-3.737298684576074,0.0,1261.0,1,19.0,[8450],19.0,715.3410616654369,696.3410616654369,0.09547738693467336,3.5946787018363664,3.499201314901693,210.7058823529412,25.0,185.7058823529412,True,True,True,True,True,3,3,True,34.0,5577.0,199.0,199.0,1.0,1.5555555555555556,3,0.5714285714285714,3,4,0.3888888888888889
task-p3-b12e7fb7d3bcb7e3,g-5017fd274a1c10ec,phase3-m16-b02-g-5017fd274a1c10ec,development,16,16,16,10,16,65536,10,4,0.4,4,6.103515625e-05,6.103515625e-05,4.214419939295737,4.214419939295737,0.6020599913279624,4.816479930623699,-4.214419939295737,0.0,1663.0,1,24.0,[34852],24.0,742.4379669397833,718.4379669397833,0.12060301507537688,3.730844054973786,3.610241039898409,210.05555555555557,33.0,177.05555555555557,True,True,True,True,True,4,4,True,36.0,7875.0,199.0,199.0,1.25,1.6,4,0.6,3,4,0.35555555555555557
task-p3-b14747e889207fd9,g-63a93cc8703f978f,phase3-m12-b02-g-63a93cc8703f978f,development,12,12,12,8,12,4096,6,2,0.3333333333333333,2,0.00048828125,0.00048828125,3.311329952303793,3.311329952303793,0.3010299956639812,3.612359947967774,-3.311329952303793,0.0,1724.0,1,10.0,[2065],10.0,701.276492159857,691.276492159857,0.05025125628140704,3.5240024731651105,3.4737512168837035,213.000983028097,15.0,198.000983028097,True,True,True,True,True,2,2,True,20.0,6299.0,199.0,199.0,1.0,1.5,3,0.5,3,4,0.42857142857142855
task-p3-b1e8ffefbffe8436,g-3973175f1911b646,phase3-m18-b01-g-3973175f1911b646,development,18,18,18,10,18,262144,12,7,0.5833333333333334,7,2.6702880859375e-05,2.6702880859375e-05,4.573441881937405,4.573441881937405,0.8450980400142568,5.418539921951662,-4.573441881937405,0.0,2530.0,1,4.0,[69640],4.0,713.1126514052366,709.1126514052366,0.020100502512562814,3.5834806603278224,3.5633801578152595,207.05260400145212,14.0,193.05260400145212,True,True,True,True,True,7,7,True,38.0,10333.0,199.0,199.0,1.5,1.8,4,0.5,3,4,0.4
task-p3-b22307d611fab4bc,g-bb12128d9b6a7786,phase3-m22-b00-g-bb12128d9b6a7786,extrapolation_holdout,22,22,22,10,22,4194304,14,2,0.14285714285714285,2,4.76837158203125e-07,4.76837158203125e-07,6.321629908943605,6.321629908943605,0.3010299956639812,6.622659904607587,-6.321629908943605,0.0,872.0,1,10.0,[264194],10.0,875.0938833776956,865.0938833776956,0.05025125628140704,4.39745670039043,4.347205444109023,202.75471698113208,12.0,190.75471698113208,True,True,True,True,True,2,2,True,106.0,13484.0,199.0,199.0,1.75,2.2,8,0.2857142857142857,2,3,0.4888888888888889
task-p3-b36a74d436a6d25a,g-6561c85f253791c6,phase3-m18-b00-g-6561c85f253791c6,development,18,18,18,9,18,262144,11,7,0.6363636363636364,7,2.6702880859375e-05,2.6702880859375e-05,4.573441881937405,4.573441881937405,0.8450980400142568,5.418539921951662,-4.573441881937405,0.0,2176.0,2,10.0,"[8196, 16392]",10.0,826.7998588278398,816.7998588278398,0.05025125628140704,4.154773159938894,4.104521903657487,204.23684210526318,26.0,178.23684210526318,True,True,True,True,True,7,7,True,76.0,11487.0,199.0,199.0,1.5714285714285714,2.0,4,0.36363636363636365,2,3,0.5
task-p3-b41b79df32f0fdb5,g-e7e26759e1ed20ef,phase3-m16-b03-g-e7e26759e1ed20ef,development,16,16,16,9,16,65536,9,3,0.3333333333333333,3,4.57763671875e-05,4.57763671875e-05,4.339358675904037,4.339358675904037,0.47712125471966244,4.816479930623699,-4.339358675904037,0.0,1252.0,2,9.0,"[8450, 32784]",9.0,776.816453141813,767.816453141813,0.04522613065326633,3.903600267044286,3.85837413639102,205.00033063857904,10.0,195.00033063857904,True,True,True,True,True,3,3,True,44.0,7758.0,199.0,199.0,1.2857142857142858,1.7777777777777777,5,0.3333333333333333,2,3,0.4444444444444444
task-p3-b6a037038c8281f2,g-e7e26759e1ed20ef,phase3-m16-b03-g-e7e26759e1ed20ef,development,16,16,16,9,16,65536,9,1,0.1111111111111111,1,1.52587890625e-05,1.52587890625e-05,4.816479930623699,4.816479930623699,0.0,4.816479930623699,-4.816479930623699,0.0,814.0,1,9.0,[32784],9.0,796.2947024733415,787.2947024733415,0.04522613065326633,4.001480916951465,3.9562547862981985,205.66360485373445,9.0,196.66360485373445,True,True,True,True,True,1,1,True,44.0,7758.0,199.0,199.0,1.2857142857142858,1.7777777777777777,5,0.3333333333333333,2,3,0.4444444444444444
task-p3-b7c9af0733f91182,g-595b062626366822,phase3-m18-b02-g-595b062626366822,development,18,18,18,10,18,262144,11,7,0.6363636363636364,7,2.6702880859375e-05,2.6702880859375e-05,4.573441881937405,4.573441881937405,0.8450980400142568,5.418539921951662,-4.573441881937405,0.0,1633.0,2,18.0,"[8322, 67650]",18.0,815.0416438435266,797.0416438435266,0.09045226130653267,4.095686652480033,4.0052343911735,209.4736842105263,25.0,184.4736842105263,True,True,True,True,True,7,7,True,38.0,9258.0,199.0,199.0,1.375,1.8,4,0.45454545454545453,3,4,0.4
task-p3-b8b88b23be08a36b,g-7b29ecdabf11c2a7,phase3-m22-b03-g-7b29ecdabf11c2a7,extrapolation_holdout,22,22,22,10,22,4194304,14,5,0.35714285714285715,5,1.1920928955078125e-06,1.1920928955078125e-06,5.923689900271567,5.923689900271567,0.6989700043360189,6.622659904607587,-5.923689900271568,8.881784197001252e-16,1530.0,2,12.0,"[262160, 2097216]",12.0,849.7274750984404,837.7274750984404,0.06030150753768844,4.269987312052464,4.209685804514776,202.9019607843137,22.0,180.9019607843137,True,True,True,True,True,5,5,True,102.0,12124.0,199.0,199.0,1.75,2.2,7,0.2857142857142857,2,3,0.4888888888888889
task-p3-b8e2da35bf423a1f,g-63a93cc8703f978f,phase3-m12-b02-g-63a93cc8703f978f,development,12,12,12,8,12,4096,6,3,0.5,3,0.000732421875,0.000732421875,3.135238693248112,3.135238693248112,0.47712125471966244,3.612359947967774,-3.1352386932481116,4.440892098500626e-16,1738.0,1,10.0,[2065],10.0,700.6349961102543,690.6349961102543,0.05025125628140704,3.520778874925901,3.470527618644494,214.6067293318935,15.0,199.6067293318935,True,True,True,True,True,3,3,True,20.0,6299.0,199.0,199.0,1.0,1.5,3,0.5,3,4,0.42857142857142855
task-p3-b9dd71000e12239c,g-3115314f81a28bbb,phase3-m14-b04-g-3115314f81a28bbb,interpolation_holdout,14,14,14,9,14,16384,7,7,1.0,7,0.00042724609375,0.00042724609375,3.3693218992814797,3.3693218992814797,0.8450980400142568,4.214419939295737,-3.3693218992814797,0.0,2834.0,1,15.0,[4612],15.0,652.4980825439302,637.4980825439302,0.07537688442211055,3.278884836904172,3.2035079524820613,210.7058823529412,25.0,185.7058823529412,True,True,True,True,True,7,7,True,34.0,5577.0,199.0,199.0,1.0,1.5555555555555556,3,0.5714285714285714,3,4,0.3888888888888889
task-p3-ba6b71f64afcb032,g-595b062626366822,phase3-m18-b02-g-595b062626366822,development,18,18,18,10,18,262144,11,11,1.0,11,4.1961669921875e-05,4.1961669921875e-05,4.377147236793436,4.377147236793436,1.041392685158225,5.418539921951662,-4.377147236793437,8.881784197001252e-16,2958.0,1,17.0,[132100],17.0,772.2035827732482,755.2035827732482,0.08542713567839195,3.8804200139359204,3.7949928782575286,209.4736842105263,28.0,181.4736842105263,True,True,True,True,True,11,11,True,38.0,9258.0,199.0,199.0,1.375,1.8,4,0.45454545454545453,3,4,0.4
