run_id,task_id,objective_id,p_feas,expected_total_penalty,penalty_bound_lower_margin,penalty_bound_upper_margin,penalty_bound_pass
objective-run-320df6f0e516a9581d7c,task-v2-7133b996bac7,O2,0.0286690831127282,1.5168914684409829,0.5455605515537109,2.3684321991081045,True
objective-run-9719261e7485d26b2f77,task-v2-7133b996bac7,O3,0.0290209760885955,1.5044712176612522,0.5334921937498514,2.379444877984362,True
objective-run-1c157ae3f4a1d40ccffb,task-v2-b9b3757d64c0,O0,0.0061209624207289,1.2151822075197958,0.2213031699405299,2.760333942797283,True
objective-run-862c915ab77e366849ba,task-v2-b9b3757d64c0,O1,0.0063832460061517,1.1991464622892982,0.2055297082954508,2.775320553686094,True
objective-run-490b31f85b0b80e5cae7,task-v2-b9b3757d64c0,O2,0.0366889474943896,1.5151160095987282,0.5518049570931235,2.338128200423707,True
objective-run-a4fee466c35c4fa31025,task-v2-b9b3757d64c0,O3,0.0348919090283009,1.5206962280381418,0.5555881370664407,2.339736135848656,True
objective-run-68d62f8034615d7f1400,task-v2-11173062a501,O0,0.0096019104079707,1.151509594182401,0.1611115045903703,2.8100827641857173,True
objective-run-c772b10a790f63449f94,task-v2-11173062a501,O1,0.0103354284483942,1.1753056116129863,0.1856410400613823,2.7833526745934347,True
objective-run-c9c8f1d638d36870572b,task-v2-11173062a501,O2,0.0191649443833865,1.3170920585134362,0.3362570028968217,2.6062481639530186,True
objective-run-b3b7d0422449a27b34aa,task-v2-11173062a501,O3,0.0266570666794359,1.3394844784049778,0.366141545084413,2.55388725487728,True
