task_id,graph_id,optimizer,objective,depth,seed_count,objective_value,mean_energy,P_feas,P_opt,P_opt_given_feas,G_feas,median_nfev,median_nit,median_wall_time_s
task-v2-11173062a501,g-a87f1b9ac089cc45,SLSQP,O3,3,3,0.8907031578174659,1.4486481669670206,0.015553147537468255,0.006227994755964416,0.3887907790844915,3.133236958976012,120.0,16.0,126.64625383820385
task-v2-2d64318cb7be,g-6aa6775bed3bc2cc,COBYLA,O0,2,3,1.6086164203754894,1.6086164203754894,0.0127221084223558,0.0077000852706412696,0.6052522911304835,0.8138290534449398,120.0,96.0,0.28865910321474075
task-v2-2d64318cb7be,g-6aa6775bed3bc2cc,COBYLA,O0,3,3,1.622348278085267,1.622348278085267,0.020650275413026324,0.011295915939501204,0.5949364731917812,1.0241958091987566,120.0,93.0,0.31708080880343914
task-v2-2d64318cb7be,g-6aa6775bed3bc2cc,COBYLA,O3,2,3,1.0263132459626678,2.2100781615533465,0.012529446733514336,0.006343474564788103,0.5097288048310497,0.8072018551234733,120.0,92.0,0.2830561129376292
task-v2-2d64318cb7be,g-6aa6775bed3bc2cc,COBYLA,O3,3,3,0.661086743861808,2.054030067857933,0.04488324824342237,0.022795463915607148,0.5078835602979741,1.3613542406665904,120.0,92.0,0.310757614672184
task-v2-2d64318cb7be,g-6aa6775bed3bc2cc,Nelder-Mead,O0,2,3,1.7297013226795561,1.7297013226795561,0.00873526566515776,0.00494907986302029,0.5704776319261933,0.6505460786700015,120.0,72.0,0.07827875576913357
task-v2-2d64318cb7be,g-6aa6775bed3bc2cc,Nelder-Mead,O0,3,3,1.5741636057601476,1.5741636057601476,0.000738319182172495,0.00025201974851747996,0.3219208900189098,-0.4224858871079416,120.0,77.0,0.12229665741324425
task-v2-2d64318cb7be,g-6aa6775bed3bc2cc,Nelder-Mead,O3,2,3,0.9144539852844648,1.9234343881849285,0.022547459546834136,0.011414340099126525,0.5082366579212807,1.0623675773918249,120.0,74.0,0.08213563915342093
task-v2-2d64318cb7be,g-6aa6775bed3bc2cc,Nelder-Mead,O3,3,3,0.8789264183477428,1.8397568305665875,0.024045680873318015,0.017361833966042392,0.6162299001428183,1.0903070399667907,120.0,72.0,0.15201343595981598
task-v2-2d64318cb7be,g-6aa6775bed3bc2cc,SLSQP,O0,2,3,1.537103439344352,1.537103439344352,0.0332686191373443,0.020920578021383883,0.5709940888960658,1.2313047361915965,76.0,14.0,0.06666463799774647
