record_type,scope,objective_id,shots,metric,n_estimates,n_tasks,bias,mae,standard_deviation,rmse,error_p05,error_p50,error_p95,estimate_p05,estimate_p50,estimate_p95,relative_bias,relative_mae,relative_rmse,ordering_agreement_probability,ordering_comparison_count,exact_tie_count
ESTIMATOR_ERROR,ALL,O0,100000,mean_energy,1680,84,-3.126127801873147e-05,0.0013846728484884063,0.0017774364308235948,0.0017771823229918344,-0.00288129647253772,-1.1293632511288898e-05,0.002828846870173818,1.1841287965209126,1.3586866625471605,1.5994289432328224,-1.7651418366671033e-05,0.00101182185474598,0.001299145395589811,,0,0
ESTIMATOR_ERROR,ALL,O0,100000,cvar_0.10,1680,84,-0.000227148494366617,0.0027135754144744437,0.004292710623891785,0.004297440199656175,-0.00761891945909218,-1.3877787807814457e-17,0.006401908192669458,0.05972087209302328,0.9111719410676533,1.0649543509684978,-0.0007314917742988361,0.006185082485424184,0.01481527395926939,,0,0
ESTIMATOR_ERROR,ALL,O3,1000,p_feas,1680,84,-9.649507782944544e-06,0.005562486422269529,0.007614676931755181,0.007612416437381437,-0.012052916473711421,-1.1270183180835374e-05,0.012687617126978612,0.007,0.0455,0.16604999999999998,0.001483408235418137,0.13808921742395447,0.1952756959677643,,0,0
ESTIMATOR_ERROR,ALL,O3,1000,p_opt,1680,84,-0.00011817500857241192,0.0037209546678193517,0.005161695046894004,0.005161511610392005,-0.008688696520060258,-4.8699795080837244e-05,0.008088601533779875,0.003,0.015,0.099,0.001542280302325052,0.210983144514079,0.296357195024335,,0,0
ESTIMATOR_ERROR,ALL,O3,1000,mean_energy,1680,84,0.00032048585961431134,0.015987644087671095,0.020461334180030096,0.020457754068904505,-0.03185304269779086,6.612243234460635e-05,0.0325097660783846,1.2288568981777261,1.5193945466750534,1.8724472274178146,0.00019453293282530097,0.010621313434842732,0.013688126561303221,,0,0
ESTIMATOR_ERROR,ALL,O3,1000,cvar_0.10,1680,84,0.0022575383988755054,0.03522570368324321,0.052331913277087236,0.05236502163148422,-0.0845035093203096,1.734723475976807e-17,0.08783283097350279,0.05545930232558139,0.6358126299637189,0.994169068905023,0.02534185891696337,0.0971804146428462,0.2113103269273728,,0,0
ESTIMATOR_ERROR,ALL,O3,10000,p_feas,1680,84,-2.6375698259135165e-05,0.0017061566302107672,0.0022955397952398927,0.002295008065364683,-0.0038014321134111754,-9.814728607081269e-06,0.0037766827015416793,0.0081,0.045450000000000004,0.16821499999999998,-0.0011661737013281654,0.043193167578962265,0.06213674592131627,,0,0
ESTIMATOR_ERROR,ALL,O3,10000,p_opt,1680,84,-3.9365484762888034e-05,0.0011559702617911312,0.0016103807276508734,0.0016103825889828254,-0.0024894117474036025,-4.883927454419766e-05,0.002583020585500573,0.004,0.0145,0.10160499999999999,-0.005010203276409332,0.06588503371577614,0.09222940383958236,,0,0
ESTIMATOR_ERROR,ALL,O3,10000,mean_energy,1680,84,2.5868281758193288e-05,0.0051789378055941615,0.006527505622530448,0.006525613895962915,-0.010777724948190548,1.5407438443526544e-05,0.010689101166527637,1.2303442429082507,1.5213303223006283,1.8731150023267376,6.177155014982147e-06,0.003426332869523162,0.00431664803576665,,0,0
ESTIMATOR_ERROR,ALL,O3,10000,cvar_0.10,1680,84,0.0005837018750895584,0.010955527656875992,0.016407256482908195,0.016412755290666083,-0.025277334354232045,-1.3877787807814457e-17,0.028796238335884367,0.05419680232558139,0.6381884545793199,0.9846517971813724,0.004045481099056908,0.028193847991094263,0.05949846064313169,,0,0
ESTIMATOR_ERROR,ALL,O3,100000,p_feas,1680,84,1.104692078848389e-05,0.0005350676480958904,0.0007326954020689849,0.0007325606033180576,-0.0012227599877517223,1.1050804982607777e-05,0.0012652837803230127,0.00851,0.044425,0.1659945,9.975960090476367e-05,0.013532678215594422,0.01960098962029626,,0,0
ESTIMATOR_ERROR,ALL,O3,100000,p_opt,1680,84,1.366658094254877e-06,0.00036038400065521053,0.0005103781163847979,0.0005102280258418827,-0.0008119110494075599,6.091853169461897e-07,0.0008032980912769237,0.0042995,0.01417,0.1016565,0.0001197126922194138,0.020955567116736323,0.029802100012492748,,0,0
ESTIMATOR_ERROR,ALL,O3,100000,mean_energy,1680,84,-2.9017512684846525e-05,0.001643714028712093,0.0020926325031468463,0.0020922108392085284,-0.003457211334203958,-8.089211744188862e-05,0.0033211562124836336,1.2344149398014232,1.5199367332669251,1.871204889228791,-2.1263094566767722e-05,0.0010881887129243518,0.0013878777956278772,,0,0
ESTIMATOR_ERROR,ALL,O3,100000,cvar_0.10,1680,84,-2.5153430377436988e-05,0.003427438843054203,0.0052586391313015485,0.00525713400241231,-0.009013105063318311,-6.938893903907228e-18,0.008705477688372251,0.05436145348837209,0.6474530676254591,0.9841453525356413,0.00015894646822049347,0.008807764929469516,0.018864924843236857,,0,0
