run_id,task_id,graph_id,base_instance_id,size_stratum,stress_level,m,dilution_score,feasible_fraction_phi,objective,alpha,optimizer,depth,seed,budget,effective_trajectory_nfev,incumbent_evaluation_index,actual_nfev_max_run,scipy_reported_nfev,nit,termination_reason,optimizer_message,runtime_s,parameters,objective_value,mean_energy,P_feas,P_opt,P_opt_given_feas,G_feas,tail_feasible_fraction,tail_fully_feasible,early_termination_carried_forward
b1-07f06bd5e0942af40d4c,task-v2-6996479d6302,g-60667963f6db3f1b,v2-S2-b000-g-60667963f6db3f1b,S2,D4,10,2.4082399653118496,0.00390625,O0,0.1,COBYLA,4,2207,120,120,120,480,480,400,EVALUATION_BUDGET_EXHAUSTED,Return from COBYLA because the objective function has been evaluated MAXFUN times.,1.4060247400775552,"[4.787640362396435, 3.8230426790433083, 3.8822756391230473, 0.37517291920145035, 1.558809553892592, 1.1030880719986156, 0.23451885027736205, 3.041177315079369]",1.7655095141345838,1.7655095141345838,0.0792489344346564,0.022316167125139768,0.28159580042732624,1.3072333968040366,0.7924893443465642,False,False
b1-07f06bd5e0942af40d4c,task-v2-6996479d6302,g-60667963f6db3f1b,v2-S2-b000-g-60667963f6db3f1b,S2,D4,10,2.4082399653118496,0.00390625,O0,0.1,COBYLA,4,2207,240,240,240,480,480,400,EVALUATION_BUDGET_EXHAUSTED,Return from COBYLA because the objective function has been evaluated MAXFUN times.,1.4060247400775552,"[4.778490894735544, 3.712201767307111, 4.102858303494858, 0.25582787790480094, 1.5598206231497795, 1.0751943827128745, 0.22482265864027362, 3.043521491375381]",1.7419027001782972,1.7419027001782972,0.0824958083183244,0.022797828360132756,0.27635135438837544,1.3246718475530537,0.8249580831832439,False,False
b1-07f06bd5e0942af40d4c,task-v2-6996479d6302,g-60667963f6db3f1b,v2-S2-b000-g-60667963f6db3f1b,S2,D4,10,2.4082399653118496,0.00390625,O0,0.1,COBYLA,4,2207,480,480,480,480,480,400,EVALUATION_BUDGET_EXHAUSTED,Return from COBYLA because the objective function has been evaluated MAXFUN times.,1.4060247400775552,"[4.700273048794091, 3.605809810092645, 4.332908974513686, 0.2587882790500871, 1.567760150429793, 1.0560289114797445, 0.32284470111218017, 2.946906778377446]",1.724634706747322,1.724634706747322,0.08549875827102661,0.023262649110231196,0.27208171885362137,1.3401997726721018,0.854987582710266,False,False
b1-08c196d7a89446e9228a,task-v2-606c43f06406,g-3ff7063ef9ea5cfb,v2-S4-b000-g-3ff7063ef9ea5cfb,S4,D4,16,4.214419939295737,6.103515625e-05,O0,0.1,COBYLA,2,1103,120,120,120,480,480,395,EVALUATION_BUDGET_EXHAUSTED,Return from COBYLA because the objective function has been evaluated MAXFUN times.,12.988540282472968,"[2.3931841005403025, 4.938142690428398, 3.228998648756655, -0.8017973635138443]",1.6196606538294809,1.6196606538294809,0.003900784877403675,0.0013664744886297778,0.3503075743923849,1.8055719395607097,0.03900784877403675,False,False
b1-08c196d7a89446e9228a,task-v2-606c43f06406,g-3ff7063ef9ea5cfb,v2-S4-b000-g-3ff7063ef9ea5cfb,S4,D4,16,4.214419939295737,6.103515625e-05,O0,0.1,COBYLA,2,1103,240,240,240,480,480,395,EVALUATION_BUDGET_EXHAUSTED,Return from COBYLA because the objective function has been evaluated MAXFUN times.,12.988540282472968,"[2.5817100283588075, 5.102825460556013, 3.199333910540806, -0.7942037141901147]",1.6112951943252847,1.6112951943252847,0.0039022837937142353,0.0014051241486563086,0.3600773862012984,1.8057387895829138,0.03902283793714235,False,False
b1-08c196d7a89446e9228a,task-v2-606c43f06406,g-3ff7063ef9ea5cfb,v2-S4-b000-g-3ff7063ef9ea5cfb,S4,D4,16,4.214419939295737,6.103515625e-05,O0,0.1,COBYLA,2,1103,480,480,479,480,480,395,EVALUATION_BUDGET_EXHAUSTED,Return from COBYLA because the objective function has been evaluated MAXFUN times.,12.988540282472968,"[2.703126968426792, 5.190093561242091, 3.1839664035668513, -0.7854374048651532]",1.6095269320202228,1.6095269320202228,0.0040392272568461896,0.0014850076659267484,0.3676464757980059,1.8207182276273421,0.04039227256846188,False,False
b1-09e0a0cc67277c3a159e,task-v2-b5e00db3fe1a,g-3ff7063ef9ea5cfb,v2-S4-b000-g-3ff7063ef9ea5cfb,S4,D7,16,3.8622374211843744,0.0001373291015625,O3,0.1,COBYLA,3,1103,120,120,120,480,480,398,EVALUATION_BUDGET_EXHAUSTED,Return from COBYLA because the objective function has been evaluated MAXFUN times.,22.939046879298985,"[1.6189779663723711, 4.824575799449785, 3.5862407348156484, 0.4797576552542175, 3.046127321450767, 2.579778974227137]",0.922600459565483,1.5786243470114734,0.014997283724864337,0.00567047520204046,0.3781001484048242,2.038250028898368,0.14997283724864335,False,False
b1-09e0a0cc67277c3a159e,task-v2-b5e00db3fe1a,g-3ff7063ef9ea5cfb,v2-S4-b000-g-3ff7063ef9ea5cfb,S4,D7,16,3.8622374211843744,0.0001373291015625,O3,0.1,COBYLA,3,1103,240,240,239,480,480,398,EVALUATION_BUDGET_EXHAUSTED,Return from COBYLA because the objective function has been evaluated MAXFUN times.,22.939046879298985,"[1.2268023883772905, 4.882216869812714, 3.706427449811749, 0.4484749891352561, 3.062755922035958, 2.580253902925095]",0.9037711997191006,1.5457689318868177,0.016383597186435696,0.006136991672674608,0.3745814550271991,2.0766466828764267,0.16383597186435694,False,False
b1-09e0a0cc67277c3a159e,task-v2-b5e00db3fe1a,g-3ff7063ef9ea5cfb,v2-S4-b000-g-3ff7063ef9ea5cfb,S4,D7,16,3.8622374211843744,0.0001373291015625,O3,0.1,COBYLA,3,1103,480,480,478,480,480,398,EVALUATION_BUDGET_EXHAUSTED,Return from COBYLA because the objective function has been evaluated MAXFUN times.,22.939046879298985,"[0.7342782580001554, 4.885574936633291, 3.9068245097121053, 0.4608446524141815, 3.083777256608176, 2.5797661451872873]",0.8855867124899021,1.5303749614961553,0.017711599579112128,0.006223754173583352,0.35139424566278193,2.110495206372828,0.17711599579112128,False,False
b1-0b47b1c3dc5d11efe72a,task-v2-73f419868dc6,g-553bb3c5ba0f2136,v2-S1-b001-g-553bb3c5ba0f2136,S1,D3,7,1.630088714928206,0.0234375,O0,0.1,COBYLA,4,3301,120,120,120,480,480,391,EVALUATION_BUDGET_EXHAUSTED,Return from COBYLA because the objective function has been evaluated MAXFUN times.,1.0979071566835046,"[2.2207719193727495, 3.3989320084978774, 2.8669396245671313, 1.1006044630471952, 2.3845693427851744, 2.580883742214589, 2.7673854142167467, 2.964149186280771]",1.2228692588432992,1.2228692588432992,0.2693644970951754,0.07811641142019594,0.2900026256711731,1.0604290690036486,1.0,True,False
b1-0b47b1c3dc5d11efe72a,task-v2-73f419868dc6,g-553bb3c5ba0f2136,v2-S1-b001-g-553bb3c5ba0f2136,S1,D3,7,1.630088714928206,0.0234375,O0,0.1,COBYLA,4,3301,240,240,240,480,480,391,EVALUATION_BUDGET_EXHAUSTED,Return from COBYLA because the objective function has been evaluated MAXFUN times.,1.0979071566835046,"[2.1319104658203316, 3.4236550598852027, 2.384282772294447, 1.3375036380605931, 2.355261916497289, 2.582069420639342, 2.7855207193946674, 2.9211404278123756]",1.1573060079778754,1.1573060079778754,0.30946695767345667,0.10020774331237368,0.3238075692013326,1.120703000380781,1.0,True,False
b1-0b47b1c3dc5d11efe72a,task-v2-73f419868dc6,g-553bb3c5ba0f2136,v2-S1-b001-g-553bb3c5ba0f2136,S1,D3,7,1.630088714928206,0.0234375,O0,0.1,COBYLA,4,3301,480,480,480,480,480,391,EVALUATION_BUDGET_EXHAUSTED,Return from COBYLA because the objective function has been evaluated MAXFUN times.,1.0979071566835046,"[2.0029812948710166, 3.378757768569619, 1.956428868707505, 1.4502828185913041, 2.3323597957498903, 2.6035626843041, 2.816749911385766, 2.8923528036537403]",1.127962150659593,1.127962150659593,0.3229517406263076,0.1180580794582903,0.3655595081461323,1.1392263445485518,1.0,True,False
b1-0b4ccdb4c81f635d45bd,task-v2-59a464f36e13,g-bd62d2d752385cc7,v2-S4-b001-g-bd62d2d752385cc7,S4,D1,16,4.816479930623699,1.52587890625e-05,O3,0.1,COBYLA,4,3301,120,120,120,480,480,385,EVALUATION_BUDGET_EXHAUSTED,Return from COBYLA because the objective function has been evaluated MAXFUN times.,26.006199673749506,"[3.3758571896876086, 3.3529215555901795, 3.4384083884992034, 0.9160452346059038, 2.6716716203103794, 3.1029277462343656, 2.897677159616964, 2.9494829581067132]",0.9547515791311912,1.6066868659807731,0.009925526065240248,0.009925526065240248,1.0,2.813233464817172,0.09925526065240248,False,False
b1-0b4ccdb4c81f635d45bd,task-v2-59a464f36e13,g-bd62d2d752385cc7,v2-S4-b001-g-bd62d2d752385cc7,S4,D1,16,4.816479930623699,1.52587890625e-05,O3,0.1,COBYLA,4,3301,240,240,240,480,480,385,EVALUATION_BUDGET_EXHAUSTED,Return from COBYLA because the objective function has been evaluated MAXFUN times.,26.006199673749506,"[3.4920429322164743, 3.5295751745516917, 3.688170722321993, 0.9885013878966225, 2.6150827168684083, 3.069092960192227, 2.904112431894084, 2.9646800996787386]",0.9378283032524898,1.6337211970759133,0.01188228457323482,0.01188228457323482,1.0,2.8913798798683423,0.11882284573234823,False,False
b1-0b4ccdb4c81f635d45bd,task-v2-59a464f36e13,g-bd62d2d752385cc7,v2-S4-b001-g-bd62d2d752385cc7,S4,D1,16,4.816479930623699,1.52587890625e-05,O3,0.1,COBYLA,4,3301,480,480,480,480,480,385,EVALUATION_BUDGET_EXHAUSTED,Return from COBYLA because the objective function has been evaluated MAXFUN times.,26.006199673749506,"[3.5970668521093594, 3.7159472225524732, 3.971827039246356, 1.1046064740520258, 2.58754142182301, 3.042721247811893, 2.883167229928729, 2.965681064460746]",0.926875394074166,1.6399958126086096,0.012900327945734575,0.012900327945734575,1.0,2.9270806814820602,0.12900327945734574,False,False
b1-0b63215e335bf1632454,task-v2-73f419868dc6,g-553bb3c5ba0f2136,v2-S1-b001-g-553bb3c5ba0f2136,S1,D3,7,1.630088714928206,0.0234375,O0,0.1,COBYLA,4,2207,120,120,120,480,480,395,EVALUATION_BUDGET_EXHAUSTED,Return from COBYLA because the objective function has been evaluated MAXFUN times.,1.091323927976191,"[5.287183275341109, 4.663147177536957, 3.8976441250629446, 0.5204576387031952, 1.1801207832010063, 1.3625482697981488, 0.49650563310555035, 2.791575498966534]",1.3549506333194856,1.3549506333194856,0.25593817412986897,0.11436004450631755,0.4468268357978072,1.0382237822827467,1.0,True,False
b1-0b63215e335bf1632454,task-v2-73f419868dc6,g-553bb3c5ba0f2136,v2-S1-b001-g-553bb3c5ba0f2136,S1,D3,7,1.630088714928206,0.0234375,O0,0.1,COBYLA,4,2207,240,240,239,480,480,395,EVALUATION_BUDGET_EXHAUSTED,Return from COBYLA because the objective function has been evaluated MAXFUN times.,1.091323927976191,"[5.832115354361524, 4.851241556921284, 4.061169934992927, 0.42558358694182613, 1.1429442375166738, 1.4304395946195905, 0.4950478313430201, 2.6994424224462965]",1.2024358778699913,1.2024358778699913,0.3088467984114907,0.13410744290752746,0.434219954998044,1.1198318186125071,1.0,True,False
b1-0b63215e335bf1632454,task-v2-73f419868dc6,g-553bb3c5ba0f2136,v2-S1-b001-g-553bb3c5ba0f2136,S1,D3,7,1.630088714928206,0.0234375,O0,0.1,COBYLA,4,2207,480,480,478,480,480,395,EVALUATION_BUDGET_EXHAUSTED,Return from COBYLA because the objective function has been evaluated MAXFUN times.,1.091323927976191,"[6.3015058774116985, 5.120811665903397, 3.9796496757309794, 0.17890340653289655, 1.1165746919813209, 1.448550546039032, 0.4652840426070688, 2.703466105551369]",1.1231291678506232,1.1231291678506232,0.32237162781492495,0.13361318809874284,0.41446944014394094,1.1384455271380856,1.0,True,False
b1-0b6dc685440416c8a131,task-v2-4e78b3f98433,g-553bb3c5ba0f2136,v2-S1-b001-g-553bb3c5ba0f2136,S1,D1,7,2.1072099696478683,0.0078125,O0,0.1,COBYLA,3,2207,120,120,120,480,480,391,EVALUATION_BUDGET_EXHAUSTED,Return from COBYLA because the objective function has been evaluated MAXFUN times.,0.9491520589217544,"[5.909422531157015, 5.013044420561862, 3.0245757670823092, 0.9464390504682598, 0.003243942580149674, 1.7281899876901035]",1.6268266183446116,1.6268266183446116,0.05230152116604316,0.05230152116604316,1.0,0.825724289957043,0.5230152116604316,False,False
b1-0b6dc685440416c8a131,task-v2-4e78b3f98433,g-553bb3c5ba0f2136,v2-S1-b001-g-553bb3c5ba0f2136,S1,D1,7,2.1072099696478683,0.0078125,O0,0.1,COBYLA,3,2207,240,240,240,480,480,391,EVALUATION_BUDGET_EXHAUSTED,Return from COBYLA because the objective function has been evaluated MAXFUN times.,0.9491520589217544,"[6.05661654461974, 5.029404922788259, 3.0186507773207505, 0.9798177366184818, -0.0641874607041279, 1.7419832480353452]",1.6199873152304538,1.6199873152304538,0.06852600140818371,0.06852600140818371,1.0,0.943065360490131,0.6852600140818371,False,False
b1-0b6dc685440416c8a131,task-v2-4e78b3f98433,g-553bb3c5ba0f2136,v2-S1-b001-g-553bb3c5ba0f2136,S1,D1,7,2.1072099696478683,0.0078125,O0,0.1,COBYLA,3,2207,480,480,480,480,480,391,EVALUATION_BUDGET_EXHAUSTED,Return from COBYLA because the objective function has been evaluated MAXFUN times.,0.9491520589217544,"[6.076327334099277, 5.049130272980777, 3.0172178650659327, 0.9835387181714513, -0.06787229529948029, 1.7423663146836994]",1.6198826043073131,1.6198826043073131,0.07013366908378156,0.07013366908378156,1.0,0.953136529509973,0.7013366908378156,False,False
b1-0bd83a5feb2b1906b783,task-v2-ce7fc44fc7b5,g-548c8c6335dd2a2e,v2-S1-b000-g-548c8c6335dd2a2e,S1,D3,7,1.630088714928206,0.0234375,O0,0.1,COBYLA,3,2207,120,120,120,480,480,395,EVALUATION_BUDGET_EXHAUSTED,Return from COBYLA because the objective function has been evaluated MAXFUN times.,0.9996166732162237,"[3.2952057582961056, 3.1042334806871286, 3.294713093603027, -0.0018675456039749985, 1.1399620996106903, 1.4585158210966076]",1.2835095463477546,1.2835095463477546,0.2934359991390229,0.11984322305797684,0.40841349871730637,1.0976021075587734,1.0,True,False
b1-0bd83a5feb2b1906b783,task-v2-ce7fc44fc7b5,g-548c8c6335dd2a2e,v2-S1-b000-g-548c8c6335dd2a2e,S1,D3,7,1.630088714928206,0.0234375,O0,0.1,COBYLA,3,2207,240,240,239,480,480,395,EVALUATION_BUDGET_EXHAUSTED,Return from COBYLA because the objective function has been evaluated MAXFUN times.,0.9996166732162237,"[3.284210110044211, 3.085036403080502, 3.4632023486865884, 0.004039910158080666, 1.1317202398353245, 1.4558310207040304]",1.2747131345822236,1.2747131345822236,0.29728291478222335,0.12130919399372547,0.40805975709230163,1.1032586654078924,1.0,True,False
b1-0bd83a5feb2b1906b783,task-v2-ce7fc44fc7b5,g-548c8c6335dd2a2e,v2-S1-b000-g-548c8c6335dd2a2e,S1,D3,7,1.630088714928206,0.0234375,O0,0.1,COBYLA,3,2207,480,480,480,480,480,395,EVALUATION_BUDGET_EXHAUSTED,Return from COBYLA because the objective function has been evaluated MAXFUN times.,0.9996166732162237,"[3.291288043175907, 3.0524333425294046, 3.7600929674593906, 0.005685895871720909, 1.124271124868771, 1.444274848544551]",1.2629978567095217,1.2629978567095217,0.303157997158763,0.12305131056090252,0.40589828312020704,1.1117577441249924,1.0,True,False
b1-0bf25fe004122640b6a9,task-v2-4d2b9f5eb099,g-6aa6775bed3bc2cc,v2-S2-b001-g-6aa6775bed3bc2cc,S2,D1,10,3.010299956639812,0.0009765625,O0,0.1,COBYLA,3,3301,120,120,120,480,480,394,EVALUATION_BUDGET_EXHAUSTED,Return from COBYLA because the objective function has been evaluated MAXFUN times.,1.2685336153954268,"[2.68965969069546, 3.737211944536864, 2.150845678656729, 1.0435086855005962, 2.635809861387002, 2.3437568622437004]",1.7079828469948795,1.7079828469948795,0.00023880866498707958,0.00023880866498707958,1.0,-0.6116499625787276,0.002388086649870796,False,False
b1-0bf25fe004122640b6a9,task-v2-4d2b9f5eb099,g-6aa6775bed3bc2cc,v2-S2-b001-g-6aa6775bed3bc2cc,S2,D1,10,3.010299956639812,0.0009765625,O0,0.1,COBYLA,3,3301,240,240,240,480,480,394,EVALUATION_BUDGET_EXHAUSTED,Return from COBYLA because the objective function has been evaluated MAXFUN times.,1.2685336153954268,"[2.755461153657032, 3.6871000550149593, 1.966953276675608, 1.0344423727959515, 2.633319045140779, 2.3471327419912758]",1.6994898170878687,1.6994898170878687,0.00020212143557550441,0.00020212143557550441,1.0,-0.684087669189276,0.002021214355755044,False,False
b1-0bf25fe004122640b6a9,task-v2-4d2b9f5eb099,g-6aa6775bed3bc2cc,v2-S2-b001-g-6aa6775bed3bc2cc,S2,D1,10,3.010299956639812,0.0009765625,O0,0.1,COBYLA,3,3301,480,480,480,480,480,394,EVALUATION_BUDGET_EXHAUSTED,Return from COBYLA because the objective function has been evaluated MAXFUN times.,1.2685336153954268,"[2.9117692674142024, 3.739929788984094, 1.8117054907080565, 1.02099193562692, 2.6274730605636165, 2.3583322446375807]",1.6940355661274802,1.6940355661274802,0.00019630836943541414,0.00019630836943541414,1.0,-0.6967612276005657,0.0019630836943541415,False,False
b1-0de38c17a01bc9f7232b,task-v2-8792ce3c54d5,g-a712031e7959d564,v2-S3-b001-g-a712031e7959d564,S3,D1,13,3.9133899436317554,0.0001220703125,O3,0.1,COBYLA,4,3301,120,120,120,480,480,393,EVALUATION_BUDGET_EXHAUSTED,Return from COBYLA because the objective function has been evaluated MAXFUN times.,3.260825908742845,"[2.7984247461508747, 3.6723916607326625, 3.534651249749348, 0.761340564464627, 2.6401564332212413, 2.9253825384270113, 2.968891620871616, 2.9954326925042287]",0.6830678853808311,1.8566244910845522,0.03821476468945103,0.03821476468945103,1.0,2.495621133357077,0.38214764689451025,False,False
